,len,freq,err,condition,pred,Acc,new_standard
4953,7,0,0,"PR_HT %in% c('3','4','5') & F_FRUIT %in% c('2') & F_CS %in% c('1') & WC_MN_M03 %in% c('1') & O_SYMP3 %in% c('0') & HW_SPML_S %in% c('1','3','4') & GRADE %in% c('2')",0,1,0
4963,7,0,0.167,"PR_HT %in% c('3','4','5') & F_CS %in% c('2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_SPGO_H %in% c('2') & AC_ACCESS %in% c('2','4','5') & INT_WK_MM %in% c('0','3')",0,0.833,0
4974,4,0,0,PA_MSC %in% c('2') & WC_MN %in% c('3') & WC_MN_M03 %in% c('1') & AC_ACCESS %in% c('2'),1,1,0
4977,5,0,0,"PR_HT %in% c('4') & F_VEG %in% c('2') & PA_MSC %in% c('2') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1')",0,1,0
4978,5,0,0,"PR_HT %in% c('4') & F_VEG %in% c('1','3','4','5','6','7') & PA_MSC %in% c('2') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1')",1,1,0
4980,5,0,0.333,"PA_MSC %in% c('2') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1') & HW_SPGO_H %in% c('3','4') & E_SES %in% c('1')",1,0.667,0
4983,5,0,0,"WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_DC_FQ %in% c('2','3','4','5') & AC_FAGE %in% c('1','2','3') & GRADE %in% c('2')",0,1,0
4984,7,0,0.333,"PR_HT %in% c('1','3','4') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_OCP2 %in% c('2') & O_DC_FQ %in% c('2','3','4','5') & AC_FAGE %in% c('1','2','3') & GRADE %in% c('1','3','4','5','6')",1,0.667,0
4987,6,0,0.333,"PR_HT %in% c('1','3','4') & PA_TOT %in% c('3') & PA_MSC %in% c('1','3','4','5','6') & WC_MN_M03 %in% c('1') & O_SYMP3 %in% c('1') & HW_S_R %in% c('7','9','10')",1,0.667,0
4988,5,0,0,"WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_SPML_S %in% c('1') & HW_SPGO_H %in% c('2') & HW_S_R %in% c('9')",1,1,0
4989,7,0,0,"PR_HT %in% c('2','5') & PA_MSC %in% c('1','3','4','5','6') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_SPML_S %in% c('1') & HW_SPGO_H %in% c('2') & HW_S_R %in% c('1','2','3','4','5','6','7','8','10')",0,1,0
4991,7,0,0,"PR_HT %in% c('2','5') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_SPML_S %in% c('1') & HW_EDU %in% c('2') & INT_WD_MM %in% c('0') & E_SES %in% c('1')",1,1,0
4993,7,0,0,"PR_HT %in% c('2','5') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_SPML_S %in% c('1') & HW_S_R %in% c('5','6') & HW_EDU %in% c('2') & INT_WD_MM %in% c('1','2','3','4','5')",0,1,0
4994,5,0,0,"PR_HT %in% c('2','5') & F_CAFFEINE %in% c('3') & PA_SWD_N %in% c('0','2') & WC_MN %in% c('1','3','4') & TC_HTP_MN %in% c('3','4','5','6','7')",0,1,0
4996,4,0,0,"WC_MN %in% c('3') & AC_DAYS %in% c('1','2') & E_LT_F %in% c('2','8888','9999') & E_EDU_F %in% c('1')",1,1,0
4998,4,0,0,"WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & O_BR_FQ %in% c('2') & SleepAvg_WK %in% c('0','1','3')",1,1,0
4999,5,0,0,"F_BR %in% c('2') & PA_TOT %in% c('1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & O_BR_FQ %in% c('2')",1,1,0
5000,4,0,0.462,"F_BR %in% c('2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & O_BR_FQ %in% c('2')",1,0.538,0
5011,4,0,0,"PR_HT %in% c('3','4','5') & F_WAT %in% c('3') & AGE>5.5 & SleepAvg_WK %in% c('1','3')",0,1,0
5012,7,0,0,"F_VEG %in% c('1','3') & PA_SWD_S %in% c('1') & PA_SWK_S %in% c('1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('2','9') & E_EDU_F %in% c('2')",1,1,0
5016,5,0,0,"F_WAT %in% c('1','2') & PA_SWD_S %in% c('0','2') & HW_S_R %in% c('1','3','4','5','6','7','8','10') & GRADE %in% c('1','2') & E_EDU_F %in% c('2')",0,1,0
5018,4,0,0,"WC_MN %in% c('2') & AGE<=2.5 & E_LT_F %in% c('2') & SleepAvg_WK %in% c('0','3')",1,1,0
5019,6,0,0,"F_BR %in% c('1','3') & F_MILK %in% c('2','4','5','6','7') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & GRADE %in% c('1','2') & SleepAvg_WK %in% c('0','3')",0,1,0
5023,5,0,0.25,"F_FRUIT %in% c('1') & PA_MSC %in% c('2') & PA_SWK_S %in% c('0') & WC_MN %in% c('2') & GRADE %in% c('3','4','5','6')",1,0.75,0
5024,6,0,0,"F_FRUIT %in% c('1') & F_CS_F07 %in% c('7') & PA_MSC %in% c('2') & PA_SWK_S %in% c('0') & WC_MN %in% c('2') & TC_SND_S %in% c('2','4','5','6','7','8')",1,1,0
5030,5,0,0,"F_CS_F07 %in% c('9999') & PA_WLK %in% c('2','3') & PA_SWK_S %in% c('0') & WC_MN %in% c('2') & AC_ACCESS %in% c('3','4','5')",0,1,0
5031,5,0,0,"F_CS_F07 %in% c('9999') & PA_WLK %in% c('1') & PA_SWK_S %in% c('0') & WC_MN %in% c('2') & AC_ACCESS %in% c('3','4','5')",0,1,0
5038,5,0,0,"PA_WLK %in% c('2','3') & PA_SWK_N %in% c('0','1') & PA_PE_FQ %in% c('3','4') & WC_MN %in% c('2') & INT_WK_MM %in% c('1')",1,1,0
5044,6,0,0.429,"PA_MSC %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('4','5','6','8','10') & I_SB_EX %in% c('3','4','5') & AGE<=3.5",1,0.571,0
5045,5,0,0,"PA_MSC %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & AC_ACCESS %in% c('3','4','5') & AGE<=3.5",1,1,0
5046,5,0,0,"PR_HT %in% c('4','5') & PA_MSC %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & AGE<=3.5",1,1,0
5047,7,0,0,"PA_MSC %in% c('2') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('3') & HW_SPGO_H %in% c('2') & I_SB_EX %in% c('1','2') & AGE>3.5 & E_EDU_M %in% c('2')",0,1,0
5049,7,0,0,"PA_MSC %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('1','2','4','5') & HW_S_R %in% c('3','4','5','6','7','8','9','10') & I_SB_EX %in% c('1','2') & TC_GHW_QT %in% c('1','3')",0,1,0
5053,6,0,0,"F_CS_F04 %in% c('4') & PA_MSC %in% c('1','3','4','5','6') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & AC_ACCESS %in% c('1') & SleepAvg_WK %in% c('2','3')",0,1,0
5056,6,0,0,"F_CS_F04 %in% c('4') & PA_SWD_S %in% c('0') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & AC_ACCESS %in% c('2','3','4','5') & S_EDU %in% c('1')",1,1,0
5061,8,0,0,"F_FRUIT %in% c('1','3') & F_CS %in% c('3','4','5','6','7') & F_CS_F04 %in% c('9999') & PA_VIG %in% c('3','4','5','6') & PA_MSC %in% c('1','3','4','5','6') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_SYMP3 %in% c('1')",0,1,0
5065,5,0,0,"F_MILK %in% c('1') & PA_MSC %in% c('1') & WC_MN_M03 %in% c('0','9999') & O_BR_S %in% c('2','3','4') & SleepAvg_WK %in% c('0','3')",0,1,0
5071,5,0,0,"PA_SWD_N %in% c('0','2','3','4','5','6','7') & PA_SWK_N %in% c('1','2') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('2') & GRADE %in% c('2')",0,1,0
5072,6,0,0,"F_BR %in% c('1','2','3') & PA_SWK_N %in% c('1','2') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('1','3','4','5','6','7','8','9','10') & HW_S_R %in% c('1') & GRADE %in% c('2')",1,1,0
5073,8,0,0,"F_BR %in% c('4','5','6','7','8') & PA_SWK_N %in% c('1','2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','2','4','8','9') & TC_GHW_QT %in% c('1','2','4') & RH_DG_YR %in% c('1') & GRADE %in% c('2')",1,1,0
5075,6,0,0,"F_BR %in% c('4','5','6','7','8') & PA_SWK_S %in% c('0') & PA_SWK_N %in% c('1','2') & WC_MN %in% c('2') & HW_SPRM_H %in% c('3','4') & GRADE %in% c('2')",1,1,0
5084,7,0,0.2,"F_WAT %in% c('2') & PA_MSC %in% c('1','3') & WC_MN %in% c('2') & M_SLP_EN %in% c('1','2') & I_SB_FR %in% c('3','4','5') & INT_WD_MM %in% c('1') & GRADE %in% c('1','3','4','5','6')",1,0.8,0
5090,5,0,0.182,"PR_HT %in% c('1','2') & PA_TRA_MM %in% c('1','2','3') & WC_MN_M03 %in% c('1') & AC_ACCESS %in% c('3','4') & E_SES %in% c('1')",0,0.818,0
5100,6,0,0,"PA_TOT %in% c('2') & PA_VIG %in% c('2') & PA_SWD_S %in% c('2','3') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','4','10') & AGE<=5.5",1,1,0
5103,7,0,0.3,"PR_HT %in% c('1','4','5') & F_BR %in% c('2','4','5','6','7','8') & PA_VIG %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & E_SES %in% c('1','2') & E_FM_GM_6 %in% c('9999')",1,0.7,0
5104,6,0,0,"PR_HT %in% c('1','4','5') & PA_VIG %in% c('2') & PA_WLK %in% c('1','2','3') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & E_FM_GM_6 %in% c('9999')",1,1,0
5105,6,0,0,"PR_HT %in% c('2','4') & PA_VIG %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_SPGO_H %in% c('1') & TC_GHW_QT %in% c('1')",1,1,0
5107,6,0,0,"PR_HT %in% c('2','4') & F_FRUIT %in% c('2') & PA_VIG %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_SPGO_H %in% c('2')",0,1,0
5108,7,0,0,"PR_HT %in% c('2','4') & F_FRUIT %in% c('2') & PA_VIG %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_SPGO_H %in% c('3','4') & AGE>5.5",0,1,0
5110,5,0,0,"F_BR %in% c('2') & PA_VIG %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & AGE>5.5",0,1,0
5114,7,0,0,"PR_HT %in% c('1','3','5') & F_EDU %in% c('2') & PA_VIG %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','5','6','7','8','10') & AGE>5.5",0,1,0
5115,6,0,0,"F_BR %in% c('1') & F_FRUIT %in% c('3') & PA_SWK_S %in% c('0','3','4','5','6','7','8','9','10','11') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & GRADE %in% c('1')",0,1,0
5117,5,0,0,"WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('2') & I_SB_FR %in% c('3') & GRADE %in% c('1')",1,1,0
5120,7,0,0.2,"PA_VIG %in% c('1','3','4','5','6') & PA_MSC %in% c('2') & PA_SWD_N %in% c('0') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('3') & GRADE %in% c('2','3','4','5','6')",1,0.8,0
5122,4,0,0.2,"WC_MN %in% c('3') & HW_SPGO_H %in% c('2','3','4') & I_SB_BK %in% c('1') & AC_ACCESS %in% c('2','3','4')",1,0.8,0
5124,4,0,0,"PA_VIG %in% c('1','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & SleepAvg_WK %in% c('1','3')",0,1,0
5126,4,0,0,"F_MILK %in% c('1','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & SleepAvg_WK %in% c('2')",0,1,0
5127,5,0,0.25,"F_MILK %in% c('2','4','5','6','7') & PA_VIG %in% c('2','4','5','6') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & SleepAvg_WK %in% c('2')",1,0.75,0
5132,7,0,0.429,"PR_HT %in% c('3','4','5') & PA_MSC %in% c('1','2') & PA_SWD_S %in% c('1','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & HW_SPRM_H %in% c('2') & AGE<=4.5",1,0.571,0
5133,5,0,0,"PR_HT %in% c('3','4','5') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & HW_SPRM_H %in% c('2') & HW_S_R %in% c('9')",0,1,0
5140,5,0,0,"PR_HT %in% c('3','4','5') & WC_MN %in% c('1','4') & INT_WK_MM %in% c('2') & AGE<=4.5 & E_EDU_M %in% c('9999')",0,1,0
5142,6,0,0.429,"PR_HT %in% c('3','4','5') & F_WAT %in% c('2') & PA_TOT %in% c('1') & WC_MN %in% c('1','2','4') & WC_MN_M03 %in% c('0','9999') & HW_S_R %in% c('4','6')",1,0.571,0
5147,4,0,0,"PA_SWK_N %in% c('1','2') & PA_TRA %in% c('2') & WC_MN %in% c('2') & GRADE %in% c('2')",0,1,0
5148,4,0,0.167,"F_FASTFOOD %in% c('1','3','4','5','6','7') & PA_TRA %in% c('2') & WC_MN_M03 %in% c('1') & GRADE %in% c('2')",0,0.833,0
5149,5,0,0,"PA_SWK_N %in% c('0','1') & PA_ST %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('4','9') & GRADE %in% c('2')",0,1,0
5152,6,0,0,"F_VEG %in% c('2') & PA_TOT %in% c('3') & PA_SWK_N %in% c('2','3','4','5','6','7','8','9','10','11','12') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('1')",1,1,0
5155,5,0,0.25,"PR_HT %in% c('1') & F_VEG %in% c('1','2') & PA_SWK_N %in% c('1') & WC_MN %in% c('2') & M_SLP_EN %in% c('1')",1,0.75,0
5156,5,0,0,"PR_HT %in% c('1') & F_VEG %in% c('1','2') & PA_VIG %in% c('2') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('1')",1,1,0
5169,7,0,0,"PR_HT %in% c('3','4') & F_CS_F07 %in% c('7') & PA_TOT %in% c('3') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_SYMP4 %in% c('1') & E_EDU_F %in% c('1','4','8888')",0,1,0
5172,6,0,0,"PR_HT %in% c('1','2','5') & F_CS_F07 %in% c('7') & PA_TOT %in% c('3') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('1','2')",0,1,0
5173,6,0,0,"PR_HT %in% c('1','2','5') & PA_TOT %in% c('3') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_SYMP6 %in% c('1') & HW_S_R %in% c('6','7')",1,1,0
5177,5,0,0,"PA_TOT %in% c('3') & PA_ST %in% c('3') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & INT_WD_MM %in% c('1')",0,1,0
5178,6,0,0,"F_CS_F07 %in% c('9999') & PA_TOT %in% c('3') & PA_SWK_S %in% c('0') & PA_ST %in% c('3') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1')",1,1,0
5179,6,0,0,"F_FASTFOOD %in% c('2','3') & F_CS_F07 %in% c('9999') & PA_TOT %in% c('3') & PA_TRA %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1')",0,1,0
5180,7,0,0.333,"PA_TOT %in% c('1','2','4','5','6','7','8') & PA_VIG %in% c('2') & PA_SWK_N %in% c('1','2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & TC_GHW_QT %in% c('2','4') & E_SES %in% c('1','2')",1,0.667,0
5181,6,0,0.364,"PA_VIG %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & TC_GHW_QT %in% c('2','4') & E_SES %in% c('1','2') & GRADE %in% c('3')",1,0.636,0
5183,6,0,0,"F_FRUIT %in% c('2','3') & PA_VIG %in% c('1','3','4','5','6') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & AGE<=2.5 & E_EDU_M %in% c('9999')",0,1,0
5187,5,0,0,"PA_MSC %in% c('3','4','5','6') & PA_SWK_S %in% c('0','1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & O_BR_FQ %in% c('1')",0,1,0
5188,6,0,0,"PA_MSC %in% c('3','4','5','6') & PA_SWK_S %in% c('2','3','4','5','6','7','8','9','10','11') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & O_BR_FQ %in% c('1') & GRADE %in% c('1','2')",1,1,0
5190,6,0,0,"PA_VIG %in% c('1') & PA_SWK_S %in% c('0') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & O_SYMP6 %in% c('1') & GRADE %in% c('1','2')",0,1,0
5191,7,0,0.25,"F_CS_F06 %in% c('6') & F_CS_F07 %in% c('7') & PA_SWK_S %in% c('1','2','3','4','5','6','7','8','9','10','11') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & O_SYMP6 %in% c('1') & GRADE %in% c('1','2')",1,0.75,0
5193,7,0,0.167,"F_CS_F07 %in% c('9999') & PA_SWK_S %in% c('1','2','3','4','5','6','7','8','9','10','11') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & O_SYMP6 %in% c('1') & HW_S_R %in% c('8','9') & GRADE %in% c('1','2')",1,0.833,0
5201,5,0,0,PA_SWK_N %in% c('1') & PA_ST %in% c('2') & WC_MN %in% c('2') & O_SLNT %in% c('2') & GRADE %in% c('2'),0,1,0
5205,6,0,0,"F_FASTFOOD %in% c('1') & PA_ST %in% c('2') & PR_OH %in% c('1') & HW_S_R %in% c('2','5') & I_SB_FR %in% c('3','4','5') & GRADE %in% c('2')",0,1,0
5207,6,0,0.2,"F_FASTFOOD %in% c('1') & PA_ST %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','3','4','6','7','8','9','10') & I_SB_FR %in% c('3','4','5') & GRADE %in% c('2')",1,0.8,0
5210,6,0,0,"F_WAT %in% c('3') & PA_TOT %in% c('2') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('1','2') & GRADE %in% c('2') & E_LT_F %in% c('1','8888')",1,1,0
5212,5,0,0,"F_WAT %in% c('3') & PA_SWD_N %in% c('2') & WC_MN %in% c('2') & GRADE %in% c('2') & E_LT_F %in% c('2','9999')",1,1,0
5215,5,0,0,"PA_TOT %in% c('1','2','3') & PA_SWD_S %in% c('3') & WC_MN %in% c('2') & E_EDU_F %in% c('1','2') & SleepAvg_WK %in% c('0','4')",1,1,0
5216,5,0,0.1,"PA_TOT %in% c('1','2','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & E_EDU_F %in% c('1','2') & SleepAvg_WK %in% c('0','4')",1,0.9,0
5220,6,0,0.25,"F_WAT %in% c('2') & PA_SWK_N %in% c('0','2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & M_SLP_EN %in% c('1') & I_SB_FR %in% c('2')",1,0.75,0
5227,6,0,0.111,"PA_MSC %in% c('1','2') & PA_SWD_S %in% c('0','2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_EDU %in% c('2') & E_SES %in% c('1')",1,0.889,0
5228,6,0,0,"F_BR %in% c('2','3') & PA_MSC %in% c('1','2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & AC_DAYS %in% c('1') & AGE<=2.5",0,1,0
5230,7,0,0.375,"F_BR %in% c('1','4','5','6','7','8') & PA_MSC %in% c('1','2') & PA_ST %in% c('1','3','4','5') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & AC_DAYS %in% c('1') & AGE<=2.5",1,0.625,0
5232,6,0,0,"PA_MSC %in% c('1','2') & PA_SWD_N %in% c('0') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_SPGO_H %in% c('2') & AC_ACCESS %in% c('2','3','5')",0,1,0
5233,7,0,0.273,"PA_MSC %in% c('1','2') & PA_SWD_N %in% c('0') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_SPGO_H %in% c('1','3','4') & RH_DG_YR %in% c('2') & AGE>2.5",1,0.727,0
5238,4,0,0.333,PA_TRA_MM %in% c('1') & WC_MN %in% c('3') & WC_MN_M03 %in% c('1') & I_SB_FR %in% c('1'),1,0.667,0
5240,5,0,0,"F_FASTFOOD %in% c('1','4','5','6','7') & PA_TRA_MM %in% c('1') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1') & TC_SND_H %in% c('2')",0,1,0
5241,6,0,0,"F_CAFFEINE %in% c('2') & PA_TRA_MM %in% c('1') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('5','6','9') & I_SCH_ED2 %in% c('9999')",1,1,0
5243,4,0,0,"PA_MSC %in% c('3','4','5','6') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & AC_FAGE %in% c('3')",0,1,0
5244,6,0,0.429,"F_BR %in% c('2') & F_VEG %in% c('2','3') & PA_MSC %in% c('3','4','5','6') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & TC_GHW_QT %in% c('1','3','9999')",1,0.571,0
5248,6,0,0,"PR_HT %in% c('1','2') & PA_MSC %in% c('1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & TC_HTP_MN %in% c('1') & E_LT_F %in% c('2','8888')",1,1,0
5249,6,0,0,"PA_MSC %in% c('1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & O_SYMP6 %in% c('0') & TC_HTP_MN %in% c('1') & E_LT_F %in% c('1','9999')",0,1,0
5251,5,0,0,"WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & PR_OH %in% c('1','2') & O_SYMP6 %in% c('0') & AC_ACCESS %in% c('3','4')",0,1,0
5252,6,0,0,"PR_HT %in% c('1','2') & F_MILK %in% c('1','2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & O_SYMP6 %in% c('1') & E_SES %in% c('1')",1,1,0
5255,4,0,0,"F_WAT %in% c('2') & PA_SWD_S %in% c('3') & O_SYMP6 %in% c('1') & HW_S_R %in% c('1','6','7','8')",0,1,0
5256,4,0,0,"PR_HT %in% c('3','4','5') & F_CAFFEINE %in% c('3') & F_WAT %in% c('2') & TC_EC_MN %in% c('1','2')",0,1,0
5260,3,0,0,"PR_HT %in% c('3','4','5') & E_EDU_M %in% c('9999') & SleepAvg_WK %in% c('3')",1,1,0
5261,6,0,0,"PA_SWK_S %in% c('0','3') & PA_TRA %in% c('1','2') & WC_MN %in% c('2') & O_BR_FQ %in% c('3') & TC_QT_YR %in% c('2') & AGE<=3.5",0,1,0
5265,6,0,0,"F_CS_F07 %in% c('7') & PA_MSC %in% c('3') & WC_MN %in% c('2') & AGE<=3.5 & GRADE %in% c('2','3','4','5','6') & SleepAvg_WK %in% c('1','4')",1,1,0
5266,5,0,0,"PA_MSC %in% c('3') & WC_MN %in% c('2') & I_SB_EX %in% c('1','2') & AGE<=3.5 & SleepAvg_WK %in% c('1','4')",1,1,0
5269,6,0,0,"PA_MSC %in% c('1','2','4','5','6') & PA_SWK_S %in% c('0','2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('3','4','8','10') & AGE<=3.5 & SleepAvg_WK %in% c('1','4')",0,1,0
5270,5,0,0,"PA_MSC %in% c('1','2','4','5','6') & PA_WLK %in% c('1','3') & PA_TRA %in% c('3','4','5','6','7','8') & WC_MN %in% c('2') & SleepAvg_WK %in% c('1','4')",0,1,0
5271,5,0,0,"PA_TRA %in% c('3','4','5','6','7','8') & WC_MN %in% c('2') & M_SLP_EN %in% c('1') & AC_FAGE %in% c('4') & RH_DG_YR %in% c('1','2')",0,1,0
5277,8,0,0.25,"F_WAT %in% c('2') & PA_TOT %in% c('2','3','4','5','6','7','8') & PA_VIG %in% c('1','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('1','2') & O_SYMP6 %in% c('0') & AGE>3.5",1,0.75,0
5281,8,0,0,"PR_HT %in% c('1','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_SYMP6 %in% c('1') & HW_EDU %in% c('1') & INT_WD_MM %in% c('2') & AGE>3.5 & E_EDU_F %in% c('2','4')",1,1,0
5288,6,0,0,"PA_TOT %in% c('2') & PA_SWD_S %in% c('2','3') & WC_MN %in% c('2') & M_SLP_EN %in% c('2') & O_SYMP6 %in% c('1') & AGE>3.5",0,1,0
5294,5,0,0.333,"PA_MSC %in% c('2') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('1','2') & TC_GHW_QT %in% c('4') & GRADE %in% c('1','3')",1,0.667,0
5300,6,0,0,"F_VEG %in% c('1','2') & PA_VIG %in% c('2') & PA_MSC %in% c('2') & PA_SWD_S %in% c('1','2','3') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1')",0,1,0
5301,5,0,0,"PA_MSC %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & E_EDU_F %in% c('9999') & E_EDU_M %in% c('1','3','4','8888','9999')",0,1,0
5305,8,0,0,"F_FRUIT %in% c('3') & PA_MSC %in% c('1','3','4','5','6') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_DC_FQ %in% c('2') & HW_SPML_S %in% c('1','2') & HW_SPGO_H %in% c('3','4') & HW_S_R %in% c('1','3','5','9','10')",0,1,0
5307,4,0,0,"F_FRUIT %in% c('3') & WC_MN %in% c('1','3','4') & I_SB_BK %in% c('2') & AC_FAGE %in% c('4')",0,1,0
5309,4,0,0,"PA_MSC %in% c('1','2') & WC_MN %in% c('3') & HW_S_R %in% c('3','6') & AC_ACCESS %in% c('3')",1,1,0
5311,6,0,0,"PA_SWK_N %in% c('0','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & O_SYMP6 %in% c('1') & HW_SPGO_H %in% c('2') & GRADE %in% c('2')",0,1,0
5312,5,0,0,"WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & HW_SPGO_H %in% c('1','3','4') & GRADE %in% c('2') & SleepAvg_WK %in% c('1','3')",0,1,0
5313,6,0,0.333,"WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & HW_SPGO_H %in% c('1','3','4') & HW_S_R %in% c('1','3','4','5','7','9','10') & GRADE %in% c('2') & SleepAvg_WK %in% c('2','4')",1,0.667,0
5318,6,0,0.429,"F_BR %in% c('1') & PA_MSC %in% c('1') & PA_SWK_N %in% c('0','1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & O_BR_FQ %in% c('3')",1,0.571,0
5319,6,0,0.455,"PA_MSC %in% c('1') & PA_SWK_N %in% c('0','1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & AGE<=3.5 & GRADE %in% c('1','3','4','5','6')",1,0.545,0
