,len,freq,err,condition,pred,Acc,new_standard
4561,5,0,0,"F_WAT %in% c('1','2') & PA_SWD_S %in% c('1','3') & PA_ST %in% c('1') & WC_MN_M03 %in% c('1') & E_EDU_F %in% c('1','2')",1,1,0
4562,4,0,0,"F_WAT %in% c('1','2') & PA_WLK %in% c('3') & WC_MN %in% c('2') & HW_S_R %in% c('1','3','4','8','9')",0,1,0
4571,4,0,0.333,"F_VEG %in% c('2','3') & WC_MN %in% c('3') & WC_MN_M03 %in% c('1') & TC_HTP_MN %in% c('3','4','5','6','7')",1,0.667,0
4573,4,0,0,"PA_TRA %in% c('1') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1') & SleepAvg_WK %in% c('0','3')",0,1,0
4574,4,0,0,"WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1') & E_LT_F %in% c('2','8888','9999') & SleepAvg_WK %in% c('0','3')",0,1,0
4577,6,0,0,"F_FRUIT %in% c('1','4','5','6','7') & PA_TOT %in% c('2') & PA_TRA %in% c('2','3') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('2','5')",0,1,0
4579,5,0,0,"F_CAFFEINE %in% c('1','2') & PA_SWD_N %in% c('0','1','2') & WC_MN %in% c('3') & AC_ACCESS %in% c('3') & E_EDU_M %in% c('4')",1,1,0
4582,7,0,0,"F_FRUIT %in% c('3','4','5','6','7') & F_CAFFEINE %in% c('3','4','5','6','7') & PA_SWD_N %in% c('1','3','4','5','6','7') & WC_MN %in% c('3') & WC_MN_M03 %in% c('0','9999') & AC_ACCESS %in% c('2','3','5') & TC_SND_S %in% c('3')",1,1,0
4583,5,0,0,"F_WAT %in% c('2') & PA_MSC %in% c('3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & INT_WD_MM %in% c('2')",0,1,0
4584,5,0,0,"F_CS %in% c('3') & F_WAT %in% c('2') & PA_MSC %in% c('3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999')",0,1,0
4585,5,0,0,"F_WAT %in% c('2') & PA_MSC %in% c('3') & PA_SWK_N %in% c('2','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999')",0,1,0
4586,6,0,0,"PR_HT %in% c('3','4','5') & F_WAT %in% c('1','3','4','5') & PA_MSC %in% c('3') & PA_SWK_S %in% c('1','3') & WC_MN_M03 %in% c('0','9999') & AC_ACCESS %in% c('2','3','4')",0,1,0
4589,5,0,0,"PR_HT %in% c('1','3','4','5') & PA_MSC %in% c('1','2','4','5','6') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & SleepAvg_WK %in% c('0','2')",0,1,0
4590,5,0,0,"PR_HT %in% c('1','2') & WC_MN %in% c('1','4') & O_BR_FQ %in% c('1') & HW_S_R %in% c('1','4','5','6','7','8','9','10') & GRADE %in% c('2')",0,1,0
4591,6,0,0.333,"PR_HT %in% c('1','2') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('0','9999') & HW_SPRM_H %in% c('1') & GRADE %in% c('2') & E_EDU_F %in% c('1')",1,0.667,0
4597,7,0,0.25,"PR_HT %in% c('1','2') & F_VEG %in% c('2','3') & PA_SWK_N %in% c('2') & WC_MN_M03 %in% c('1') & O_SYMP4 %in% c('0') & INT_WK_MM %in% c('2') & GRADE %in% c('2')",1,0.75,0
4598,7,0,0,"PR_HT %in% c('3','4','5') & PA_SWK_N %in% c('2') & WC_MN_M03 %in% c('1') & O_SYMP4 %in% c('0') & HW_SPML_S %in% c('1') & INT_WK_MM %in% c('2') & GRADE %in% c('2')",0,1,0
4600,6,0,0.25,"PA_SWK_N %in% c('2') & WC_MN_M03 %in% c('1') & O_OCP5 %in% c('5') & O_SYMP4 %in% c('0') & TC_GHW_QT %in% c('2','3') & GRADE %in% c('2')",1,0.75,0
4601,5,0,0,F_BR %in% c('3') & PA_SWK_N %in% c('2') & WC_MN_M03 %in% c('1') & O_OCP5 %in% c('5') & GRADE %in% c('2'),0,1,0
4602,6,0,0,"PA_VIG %in% c('1') & PA_SWK_N %in% c('2') & WC_MN_M03 %in% c('1') & O_OCP5 %in% c('9999') & INT_WK_MM %in% c('0','1','3','4','5','6','7','8','9','10') & GRADE %in% c('2')",1,1,0
4604,5,0,0,"PA_SWK_N %in% c('2') & WC_MN_M03 %in% c('1') & I_SB_EX %in% c('1','3','4','5') & TC_SND_H %in% c('4','5','6','7','8') & GRADE %in% c('2')",0,1,0
4605,4,0,0,"PA_SWK_N %in% c('2') & O_SYMP4 %in% c('1') & HW_S_R %in% c('5','8') & GRADE %in% c('2')",0,1,0
4606,5,0,0,"PA_TRA %in% c('2') & WC_MN_M03 %in% c('1') & HW_SPRM_H %in% c('2') & HW_S_R %in% c('1','5','7') & GRADE %in% c('2')",1,1,0
4608,5,0,0,"PA_TRA %in% c('2') & WC_MN_M03 %in% c('1') & HW_SPRM_H %in% c('2') & GRADE %in% c('2') & E_EDU_M %in% c('1','9999')",1,1,0
4610,5,0,0,"F_FRUIT %in% c('1','2') & F_CS %in% c('1') & PA_TRA %in% c('2') & HW_SPRM_H %in% c('1','3','4') & GRADE %in% c('2')",0,1,0
4612,6,0,0.3,"F_CAFFEINE %in% c('2','3','4','5','6','7') & PA_TOT %in% c('1','2') & PA_SWK_S %in% c('0') & WC_MN_M03 %in% c('1') & E_S_RCRD %in% c('1','2') & GRADE %in% c('2')",1,0.7,0
4619,6,0,0.286,"F_WAT %in% c('1','2') & PA_VIG %in% c('3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('1','2') & GRADE %in% c('1','3','4','5','6')",1,0.714,0
4620,6,0,0,"F_CAFFEINE %in% c('2','3','4','5','6','7') & F_WAT %in% c('1','2') & PA_VIG %in% c('1','2','4','5','6') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & AC_FAGE %in% c('4')",1,1,0
4622,5,0,0,"F_FASTFOOD %in% c('3','4','5','6','7') & F_WAT %in% c('1','2') & PA_SWD_S %in% c('1') & WC_MN %in% c('2') & GRADE %in% c('1','3','4','5','6')",0,1,0
4623,6,0,0,"PR_HT %in% c('1','2','3','5') & F_FASTFOOD %in% c('3','4','5','6','7') & F_WAT %in% c('1','2') & PA_TOT %in% c('3') & WC_MN_M03 %in% c('1') & O_SYMP4 %in% c('1')",0,1,0
4631,5,0,0,"PR_HT %in% c('3','4','5') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('3') & SleepAvg_WK %in% c('0','2')",1,1,0
4632,5,0,0.182,"PR_HT %in% c('3','4','5') & F_WAT %in% c('3','4','5') & WC_MN_M03 %in% c('1') & GRADE %in% c('1','3','4','5','6') & SleepAvg_WK %in% c('0','2')",1,0.818,0
4634,4,0,0,"WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('6','7','9') & SleepAvg_WK %in% c('0','3')",0,1,0
4640,7,0,0.333,"WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & I_SB_EX %in% c('3','4','5') & I_SCH_ED4 %in% c('4') & INT_WD_MM %in% c('1','2','3','4','5') & GRADE %in% c('1','3','4','5','6') & E_LT_F %in% c('2')",1,0.667,0
4643,5,0,0.4,"WC_MN %in% c('3') & WC_MN_M03 %in% c('0','9999') & O_OCP2 %in% c('9999') & AC_DAYS %in% c('0') & AC_ACCESS %in% c('3')",1,0.6,0
4648,6,0,0.3,"PR_HT %in% c('1','2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & GRADE %in% c('3','4','5','6') & E_FM_YBS_8 %in% c('8','8888') & E_LT_F %in% c('2')",1,0.7,0
4651,6,0,0,"PR_HT %in% c('3') & F_WAT %in% c('1','2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & HW_S_R %in% c('2','6','7') & AGE>5.5",0,1,0
4653,5,0,0,"PR_HT %in% c('4','5') & F_WAT %in% c('1','2') & PA_SWK_S %in% c('0','2') & HW_SPML_S %in% c('2') & AC_DAYS %in% c('1','3','4','5','6','7')",0,1,0
4656,4,0,0.3,"PR_HT %in% c('3','4','5') & O_BR_FQ %in% c('2') & E_SES %in% c('1') & GRADE %in% c('1','2')",1,0.7,0
4658,5,0,0,"PA_SWD_S %in% c('1','2','3') & PA_SWK_N %in% c('2') & PA_TRA %in% c('1','2') & WC_MN %in% c('2') & AC_FAGE %in% c('1','2')",1,1,0
4660,5,0,0,"PA_WLK %in% c('2','3') & PA_SWK_N %in% c('2') & PA_TRA %in% c('3','4','5','6','7','8') & WC_MN %in% c('2') & TC_SND_H %in% c('2')",0,1,0
4665,5,0,0,"F_VEG %in% c('3') & WC_MN %in% c('2') & HW_S_R %in% c('1','4','6','7','8') & TC_SND_H %in% c('2') & E_EDU_F %in% c('1','2','4')",1,1,0
4666,6,0,0.333,"F_VEG %in% c('3') & WC_MN %in% c('2') & TC_SND_H %in% c('2') & INT_WK_MM %in% c('1') & AGE>2.5 & E_EDU_F %in% c('1','2','4')",1,0.667,0
4671,6,0,0,"PR_HT %in% c('3','4','5') & F_VEG %in% c('3') & F_WAT %in% c('1','2') & WC_MN %in% c('2') & PR_OH %in% c('1') & E_EDU_F %in% c('3','8888','9999')",1,1,0
4673,5,0,0,WC_MN %in% c('2') & M_SLP_EN %in% c('1') & O_BR_S %in% c('2') & INT_WK_MM %in% c('1') & AGE>2.5,0,1,0
4678,6,0,0,"F_MILK %in% c('1','2') & PA_MSC %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & I_SB_BK %in% c('3') & RH_DG_YR %in% c('2')",1,1,0
4681,7,0,0,"F_FRUIT %in% c('1','3','4','5','6','7') & F_MILK %in% c('1','2') & PA_MSC %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('3','6','7','9','10') & RH_DG_YR %in% c('2')",1,1,0
4682,8,0,0.25,"F_MILK %in% c('3','4','5','6','7') & PA_MSC %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_SYMP6 %in% c('1') & O_EDU %in% c('1') & HW_S_R %in% c('1','4','6','7','8','9','10') & RH_DG_YR %in% c('2')",1,0.75,0
4683,6,0,0,"PA_MSC %in% c('2') & PA_SWK_N %in% c('1') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_EDU %in% c('2') & RH_DG_YR %in% c('2')",1,1,0
4684,7,0,0,"PA_MSC %in% c('2') & PA_SWK_N %in% c('0','2','3','4','5','6','7','8','9','10','11','12') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_EDU %in% c('2') & HW_SPGO_H %in% c('2') & RH_DG_YR %in% c('2')",0,1,0
4685,5,0,0,"F_FASTFOOD %in% c('1') & F_WAT %in% c('1','2') & PA_MSC %in% c('2') & WC_MN %in% c('3') & WC_MN_M03 %in% c('1')",1,1,0
4687,7,0,0,"F_FASTFOOD %in% c('2','3','4','5','6','7') & PA_MSC %in% c('2') & WC_MN %in% c('3') & WC_MN_M03 %in% c('1') & O_BR_S %in% c('3','4') & O_SYMP6 %in% c('1') & RH_DG_YR %in% c('1','9999')",1,1,0
4688,5,0,0.286,"PA_MSC %in% c('2') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1') & I_SB_BK %in% c('1') & I_SCH_ED2 %in% c('2')",1,0.714,0
4689,4,0,0.333,"PA_MSC %in% c('2') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1') & I_SB_BK %in% c('1')",1,0.667,0
4692,6,0,0,"F_BR %in% c('2') & PA_MSC %in% c('2') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1') & I_SCH_ED2 %in% c('9999') & E_SES %in% c('2')",1,1,0
4694,7,0,0.308,"PA_MSC %in% c('2') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','3','4','5','6','9','10') & I_SCH_ED2 %in% c('9999') & RH_DG_YR %in% c('1','9999') & E_SES %in% c('1','3','4','5')",1,0.692,0
4697,7,0,0.286,"F_MILK %in% c('1','3') & PA_TOT %in% c('2') & PA_MSC %in% c('1','3','4','5','6') & PA_SWD_N %in% c('1') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('2','3','5','9')",1,0.714,0
4700,5,0,0,"F_CS_F06 %in% c('6') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('3','9') & TC_SND_S %in% c('2')",1,1,0
4703,6,0,0,"F_FRUIT %in% c('1') & PA_SWD_N %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('1','4','6','7','8','10') & TC_SND_S %in% c('3','4','5','6','7','8')",0,1,0
4708,6,0,0,"PA_MSC %in% c('1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & HW_S_R %in% c('3','4','6','7','9','10') & AGE<=2.5 & E_EDU_M %in% c('1','4','9999')",0,1,0
4717,6,0,0,"F_MILK %in% c('2','3') & F_CS_F07 %in% c('7') & WC_MN %in% c('2') & HW_SPGO_H %in% c('2') & I_SB_EX %in% c('1') & AGE<=1.5",0,1,0
4720,5,0,0,"F_CS_F07 %in% c('7') & WC_MN %in% c('2') & HW_S_R %in% c('4','7','8','10') & GRADE %in% c('1','2') & SleepAvg_WK %in% c('1','3')",0,1,0
4730,7,0,0.375,"F_CS_F07 %in% c('9999') & PA_SWD_S %in% c('1') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('8','9') & INT_WK_MM %in% c('2','3','4','5','6','7','8','9','10') & GRADE %in% c('1','2')",1,0.625,0
4731,6,0,0,"PR_HT %in% c('1') & F_VEG %in% c('2','3') & PA_PE_FQ %in% c('2') & WC_MN %in% c('2') & M_SLP_EN %in% c('1') & GRADE %in% c('3','4','5','6')",1,1,0
4736,6,0,0,"PR_HT %in% c('2','3','4','5') & F_FRUIT %in% c('3') & F_WAT %in% c('1','2') & WC_MN_M03 %in% c('1') & PR_OH %in% c('1') & E_EDU_F %in% c('1','3','8888')",1,1,0
4741,6,0,0,"PR_HT %in% c('2','3','4','5') & F_WAT %in% c('3','4','5') & WC_MN_M03 %in% c('1') & GRADE %in% c('3','4','5','6') & E_EDU_F %in% c('1','3','8888') & SleepAvg_WK %in% c('2')",1,1,0
4742,5,0,0,"F_CS_F10 %in% c('10') & WC_MN %in% c('2') & TC_SND_H %in% c('2') & INT_WK_MM %in% c('0') & E_EDU_F %in% c('2','4','9999')",0,1,0
4743,7,0,0,"F_CS_F10 %in% c('10') & WC_MN %in% c('2') & HW_S_R %in% c('1','2','4','5','7','8','9') & TC_SND_H %in% c('2') & INT_WK_MM %in% c('1','2','3','4','5','6','7','8','9','10') & GRADE %in% c('3','4','5','6') & E_EDU_F %in% c('2','4','9999')",1,1,0
4744,5,0,0,"F_CS_F10 %in% c('10') & WC_MN %in% c('2') & HW_S_R %in% c('3','6','10') & TC_SND_H %in% c('2') & E_EDU_F %in% c('2','4','9999')",0,1,0
4746,6,0,0,"WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('4','10') & TC_SND_H %in% c('2') & GRADE %in% c('3','4','5','6') & E_EDU_F %in% c('2','4','9999')",1,1,0
4751,7,0,0,"F_MILK %in% c('3') & PA_MSC %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & I_SB_BK %in% c('3') & TC_GHW_QT %in% c('2','4') & INT_WK_MM %in% c('1','2')",1,1,0
4752,7,0,0,"F_MILK %in% c('1','2','4','5','6','7') & PA_MSC %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & I_SB_BK %in% c('3') & INT_WK_MM %in% c('1','2') & AGE<=3.5",0,1,0
4754,6,0,0,"PA_MSC %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & I_SB_BK %in% c('3') & TC_GHW_QT %in% c('1','3','9999') & INT_WK_MM %in% c('1','2')",0,1,0
4756,5,0,0,"PA_MSC %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & AC_FAGE %in% c('1','2','4') & INT_WK_MM %in% c('1','2')",0,1,0
4759,6,0,0.364,"PA_MSC %in% c('2') & PA_ST %in% c('2','3','4','5') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_SPRM_H %in% c('3','4') & AGE<=3.5",1,0.636,0
4760,6,0,0,"F_CAFFEINE %in% c('2') & PA_MSC %in% c('2') & PA_TRA %in% c('1','2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & ECZ_DG_LT %in% c('2')",0,1,0
4761,6,0,0,"F_CAFFEINE %in% c('2') & PA_MSC %in% c('2') & PA_TRA %in% c('1','2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('4','10')",1,1,0
4763,7,0,0,"F_CAFFEINE %in% c('2') & PA_MSC %in% c('2') & PA_ST %in% c('1') & PA_TRA %in% c('3','4','5','6','7','8') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & E_EDU_M %in% c('1','3','4')",1,1,0
4764,7,0,0.167,"F_CAFFEINE %in% c('2') & PA_MSC %in% c('2') & PA_TRA %in% c('3','4','5','6','7','8') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & AGE>3.5 & E_EDU_M %in% c('1','3','4')",1,0.833,0
4767,6,0,0,"PA_MSC %in% c('2') & PA_TRA_MM %in% c('2','3') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & TC_SND_H %in% c('2','4','5','6','7','8') & AGE>3.5",0,1,0
4768,5,0,0,"PA_VIG %in% c('3') & WC_MN %in% c('3') & WC_MN_M03 %in% c('1') & HW_SPRM_H %in% c('2') & HW_S_R %in% c('4','5','7','8')",1,1,0
4770,6,0,0,"PA_SWD_S %in% c('2') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1') & O_DC_FQ %in% c('1') & HW_SPRM_H %in% c('2') & AGE<=2.5",0,1,0
4771,7,0,0,"PA_MSC %in% c('1','3','4','5','6') & PA_SWD_S %in% c('2') & WC_MN %in% c('1','4') & WC_MN_M03 %in% c('1') & O_DC_FQ %in% c('1') & HW_SPRM_H %in% c('2') & AGE>2.5",1,1,0
4774,3,0,0,"F_WAT %in% c('1','2') & PA_MSC %in% c('3') & TC_HTP_MN %in% c('2')",0,1,0
4775,5,0,0,"F_WAT %in% c('3','4','5') & PA_MSC %in% c('3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & TC_HTP_MN %in% c('2')",1,1,0
4776,7,0,0,"PR_HT %in% c('2','4') & F_WAT %in% c('3') & PA_MSC %in% c('1','2','4','5','6') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & I_SB_EX %in% c('1') & INT_WD_MM %in% c('0')",0,1,0
4782,4,0,0,"PA_MSC %in% c('1') & WC_MN %in% c('1','4') & E_S_RCRD %in% c('1') & SleepAvg_WK %in% c('0','3')",0,1,0
4788,6,0,0,"F_FRUIT %in% c('1','2') & PA_MSC %in% c('3','4','5','6') & WC_MN_M03 %in% c('1') & O_DC_FQ %in% c('3','4','5') & HW_S_R %in% c('7','10') & GRADE %in% c('2')",0,1,0
4794,5,0,0,"F_FASTFOOD %in% c('3','4','5','6','7') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('10') & TC_SND_H %in% c('3') & GRADE %in% c('1','3')",0,1,0
4797,5,0,0,"PR_HT %in% c('3','4','5') & F_WAT %in% c('2') & WC_MN %in% c('2') & AC_DAYS %in% c('2') & TC_HTP_MN %in% c('1','2','3','4','5','6','7')",0,1,0
4800,5,0,0,"PR_HT %in% c('3','4','5') & F_VEG %in% c('1') & F_WAT %in% c('2') & WC_MN %in% c('2') & ECZ_DG_LT %in% c('2')",1,1,0
4806,6,0,0,"PR_HT %in% c('3','4','5') & F_WAT %in% c('1','3','4','5') & PA_TOT %in% c('2','4','5','6','7','8') & PA_SWK_N %in% c('1','2') & TC_QT_YR %in% c('2') & E_EDU_F %in% c('2','9999')",1,1,0
4812,7,0,0,"PA_VIG %in% c('2') & PA_SWK_N %in% c('3','4','5','6','7','8','9','10','11','12') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_BR_S %in% c('2') & HW_S_R %in% c('1','2','3','4','5','6','8') & E_EDU_M %in% c('1','2','8888','9999')",0,1,0
4814,6,0,0,"F_EDU %in% c('1') & PA_VIG %in% c('2') & PA_SWK_S %in% c('0') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('7','9','10')",0,1,0
4823,4,0,0,"PA_SWK_S %in% c('3') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('2')",0,1,0
4835,6,0,0,"WC_MN %in% c('2') & O_DC_FQ %in% c('1') & I_SB_BK %in% c('3') & TC_GHW_QT %in% c('2','3') & INT_WK_MM %in% c('1','2') & GRADE %in% c('1','2')",1,1,0
4837,7,0,0,"F_FASTFOOD %in% c('3','4','5','6','7') & WC_MN_M03 %in% c('1') & O_DC_FQ %in% c('1') & I_SB_BK %in% c('1','2','4','5') & TC_GHW_QT %in% c('2','3') & INT_WK_MM %in% c('1','2') & GRADE %in% c('1','2')",0,1,0
4839,6,0,0,"F_CAFFEINE %in% c('3','4','5','6','7') & WC_MN %in% c('2') & O_DC_FQ %in% c('2','3','4','5') & HW_S_R %in% c('2','5','8') & TC_GHW_QT %in% c('2','3') & GRADE %in% c('1','2')",0,1,0
4840,5,0,0.25,"PA_VIG %in% c('3') & WC_MN_M03 %in% c('1') & TC_GHW_QT %in% c('2','3') & INT_WK_MM %in% c('1','2') & GRADE %in% c('1','2')",0,0.75,0
4844,7,0,0,"PA_TRA %in% c('1','2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('6','7','9','10') & I_SCH_TRT %in% c('1') & INT_WK_MM %in% c('1') & GRADE %in% c('1','2')",0,1,0
4850,6,0,0.25,"PA_VIG %in% c('3') & PA_SWD_S %in% c('0','3','4','5','6','7','8','9','10','11','12','13','14') & PA_SWK_N %in% c('0') & WC_MN_M03 %in% c('1') & I_SB_FR %in% c('1','2') & E_EDU_F %in% c('1','2','4')",0,0.75,0
4851,6,0,0.125,"PA_VIG %in% c('3') & PA_SWK_N %in% c('0') & WC_MN_M03 %in% c('1') & I_SB_FR %in% c('3','4','5') & GRADE %in% c('3','4','5','6') & E_EDU_F %in% c('1','2','4')",1,0.875,0
4863,5,0,0.167,"PA_VIG %in% c('1','2','4','5','6') & WC_MN_M03 %in% c('1') & INT_WD_MM %in% c('1','3','4','5') & GRADE %in% c('3','4','5','6') & SleepAvg_WK %in% c('1','2')",1,0.833,0
4866,6,0,0,"F_BR %in% c('1','2') & PA_VIG %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & S_EDU %in% c('1') & GRADE %in% c('1','3')",1,1,0
4873,4,0,0,"PA_VIG %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_BR_FQ %in% c('1')",0,1,0
4874,7,0,0.125,"PA_VIG %in% c('2') & PA_SWK_S %in% c('3','4','5','6','7','8','9','10','11') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_DC_FQ %in% c('2','3','4','5') & TC_SND_S %in% c('3','4','5','6','7','8') & GRADE %in% c('2','4','5','6')",0,0.875,0
4876,7,0,0.25,"F_FRUIT %in% c('2','3') & F_WAT %in% c('3','4','5') & PA_TOT %in% c('3') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_BR_S %in% c('2') & HW_S_R %in% c('4','7','9')",1,0.75,0
4884,5,0,0.333,"PR_HT %in% c('3') & F_WAT %in% c('1','2') & PA_MSC %in% c('2') & WC_MN_M03 %in% c('0','9999') & O_BR_FQ %in% c('1')",1,0.667,0
4885,4,0,0,"PR_HT %in% c('4','5') & F_BR %in% c('3') & F_WAT %in% c('1','2') & E_FM_GM_6 %in% c('6')",0,1,0
4886,7,0,0.4,"PR_HT %in% c('4','5') & F_BR %in% c('3') & F_CS %in% c('1','2') & F_WAT %in% c('1','2') & WC_MN %in% c('1','2','4') & WC_MN_M03 %in% c('0','9999') & E_FM_GM_6 %in% c('8888','9999')",1,0.6,0
4887,5,0,0,"PR_HT %in% c('4','5') & F_BR %in% c('3') & F_CS %in% c('3','4','5','6','7') & F_WAT %in% c('1','2') & HW_SPRM_H %in% c('1','2')",0,1,0
4888,6,0,0.4,"PR_HT %in% c('4','5') & F_WAT %in% c('1','2') & PA_MSC %in% c('2','3','4','5','6') & WC_MN %in% c('1','2','4') & WC_MN_M03 %in% c('0','9999') & M_SLP_EN %in% c('2')",1,0.6,0
4889,6,0,0.143,"PR_HT %in% c('3','4','5') & F_WAT %in% c('3','4','5') & PA_SWD_S %in% c('2','3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & S_EDU %in% c('1')",0,0.857,0
4895,7,0,0,"PR_HT %in% c('3','4') & PA_VIG %in% c('1','2') & PA_WLK %in% c('1','3') & PA_ST %in% c('2','3','4','5') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & GRADE %in% c('2')",0,1,0
4896,7,0,0.143,"PR_HT %in% c('3','4') & PA_VIG %in% c('3','4','5','6') & PA_WLK %in% c('1','3') & PA_ST %in% c('2','3','4','5') & WC_MN %in% c('2') & GRADE %in% c('2') & E_EDU_M %in% c('2','3','8888')",0,0.857,0
4898,6,0,0,"PR_HT %in% c('3','4') & PA_SWD_S %in% c('0','3') & PA_PE_FQ %in% c('1','2') & PA_ST %in% c('2','3','4','5') & WC_MN %in% c('2') & E_EDU_M %in% c('1','4','9999')",0,1,0
4901,5,0,0,F_WAT %in% c('3') & PA_TOT %in% c('2') & PA_TRA %in% c('3') & WC_MN %in% c('2') & GRADE %in% c('2'),1,1,0
4926,5,0,0,"PA_MSC %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & RH_DG_YR %in% c('2') & E_LT_F %in% c('2','9999')",0,1,0
4930,6,0,0,"F_MILK %in% c('1','3') & PA_MSC %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_BR_S %in% c('1','2') & HW_S_R %in% c('5','8','10')",0,1,0
4931,7,0,0.333,"F_MILK %in% c('1','3') & F_CS %in% c('1') & PA_MSC %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & O_BR_S %in% c('3','4') & HW_S_R %in% c('5','8','10')",1,0.667,0
4932,6,0,0,"F_FRUIT %in% c('2','3') & PA_MSC %in% c('1','3') & PA_SWD_N %in% c('2') & WC_MN %in% c('1','3','4') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('7')",0,1,0
4939,5,0,0.25,"PR_HT %in% c('1','2') & WC_MN %in% c('2') & WC_MN_M03 %in% c('0','9999') & WC_MN_M06 %in% c('1','9999') & AGE<=2.5",1,0.75,0
4946,6,0,0.333,"PR_HT %in% c('3','4','5') & F_FRUIT %in% c('1','2') & F_WAT %in% c('1','3','4','5') & WC_MN_M03 %in% c('0','9999') & O_BR_FQ %in% c('1','2') & I_SB_BK %in% c('1')",1,0.667,0
4947,6,0,0.4,"PR_HT %in% c('1') & F_VEG %in% c('3') & WC_MN %in% c('2') & WC_MN_M03 %in% c('1') & HW_S_R %in% c('6','7','9') & GRADE %in% c('2')",1,0.6,0
4949,4,0,0,"WC_MN %in% c('2') & HW_S_R %in% c('6','7','9') & GRADE %in% c('2') & SleepAvg_WK %in% c('2','4')",1,1,0
