,M_SLP_HR_K,M_WK_HR_K,일어난 시각 - 잠에 든 시각,절대값
1245,3.0,9.0,6.0,6.0
1246,3.0,10.0,7.0,7.0
1247,2.0,12.0,10.0,10.0
1248,1.0,13.0,12.0,12.0
1249,23.0,8.0,-15.0,15.0
1250,2.0,8.0,6.0,6.0
1251,24.0,8.0,-16.0,16.0
1252,23.0,7.0,-16.0,16.0
1254,21.0,10.0,-11.0,11.0
1255,1.0,9.0,8.0,8.0
1256,1.0,8.0,7.0,7.0
1257,2.0,10.0,8.0,8.0
1258,3.0,11.0,8.0,8.0
1259,19.0,13.0,-6.0,6.0
1260,3.0,14.0,11.0,11.0
1273,1.0,8.0,7.0,7.0
1274,1.0,8.0,7.0,7.0
1276,24.0,10.0,-14.0,14.0
1277,23.0,6.0,-17.0,17.0
1278,24.0,17.0,-7.0,7.0
1279,23.0,7.0,-16.0,16.0
1282,1.0,9.0,8.0,8.0
1283,1.0,9.0,8.0,8.0
1285,2.0,9.0,7.0,7.0
1287,1.0,12.0,11.0,11.0
1291,1.0,11.0,10.0,10.0
1292,1.0,12.0,11.0,11.0
1293,24.0,8.0,-16.0,16.0
1294,1.0,8.0,7.0,7.0
1297,3.0,9.0,6.0,6.0
1298,1.0,8.0,7.0,7.0
1299,3.0,10.0,7.0,7.0
1300,24.0,9.0,-15.0,15.0
1308,1.0,10.0,9.0,9.0
1309,22.0,8.0,-14.0,14.0
1310,5.0,9.0,4.0,4.0
1311,4.0,8.0,4.0,4.0
1312,24.0,7.0,-17.0,17.0
1315,1.0,10.0,9.0,9.0
1329,24.0,10.0,-14.0,14.0
1330,2.0,8.0,6.0,6.0
1331,1.0,8.0,7.0,7.0
1332,24.0,7.0,-17.0,17.0
1335,2.0,10.0,8.0,8.0
1336,2.0,7.0,5.0,5.0
1337,1.0,9.0,8.0,8.0
1338,2.0,9.0,7.0,7.0
1339,1.0,11.0,10.0,10.0
1340,24.0,8.0,-16.0,16.0
1341,1.0,6.0,5.0,5.0
1342,10.0,9.0,-1.0,1.0
1343,11.0,9.0,-2.0,2.0
1344,24.0,8.0,-16.0,16.0
1345,24.0,20.0,-4.0,4.0
1346,24.0,9.0,-15.0,15.0
1348,22.0,8.0,-14.0,14.0
1351,2.0,9.0,7.0,7.0
1352,22.0,9.0,-13.0,13.0
1356,24.0,9.0,-15.0,15.0
1357,2.0,7.0,5.0,5.0
1362,24.0,11.0,-13.0,13.0
1368,2.0,1.0,-1.0,1.0
1369,2.0,12.0,10.0,10.0
1370,24.0,9.0,-15.0,15.0
1375,23.0,8.0,-15.0,15.0
1376,2.0,8.0,6.0,6.0
1378,23.0,22.0,-1.0,1.0
1379,2.0,8.0,6.0,6.0
1380,24.0,8.0,-16.0,16.0
1381,1.0,13.0,12.0,12.0
1382,24.0,7.0,-17.0,17.0
1383,24.0,9.0,-15.0,15.0
1384,24.0,8.0,-16.0,16.0
1388,5.0,11.0,6.0,6.0
1389,2.0,11.0,9.0,9.0
1390,23.0,6.0,-17.0,17.0
1394,1.0,10.0,9.0,9.0
1396,3.0,11.0,8.0,8.0
1400,24.0,7.0,-17.0,17.0
1403,24.0,10.0,-14.0,14.0
1404,1.0,1.0,0.0,0.0
1405,3.0,12.0,9.0,9.0
1406,21.0,6.0,-15.0,15.0
1407,24.0,11.0,-13.0,13.0
1412,1.0,8.0,7.0,7.0
1413,24.0,6.0,-18.0,18.0
1487,24.0,9.0,-15.0,15.0
1488,1.0,11.0,10.0,10.0
1490,23.0,10.0,-13.0,13.0
1491,1.0,8.0,7.0,7.0
1492,9.0,8.0,-1.0,1.0
1494,24.0,7.0,-17.0,17.0
1495,23.0,8.0,-15.0,15.0
1496,24.0,9.0,-15.0,15.0
1497,20.0,6.0,-14.0,14.0
1498,1.0,8.0,7.0,7.0
1504,23.0,8.0,-15.0,15.0
1506,23.0,8.0,-15.0,15.0
1507,24.0,11.0,-13.0,13.0
1508,10.0,8.0,-2.0,2.0
1511,1.0,10.0,9.0,9.0
1512,3.0,11.0,8.0,8.0
1513,23.0,8.0,-15.0,15.0
1515,24.0,8.0,-16.0,16.0
1516,24.0,7.0,-17.0,17.0
1517,24.0,7.0,-17.0,17.0
1518,22.0,7.0,-15.0,15.0
1519,23.0,11.0,-12.0,12.0
1520,24.0,6.0,-18.0,18.0
1521,2.0,9.0,7.0,7.0
1522,23.0,10.0,-13.0,13.0
1523,17.0,24.0,7.0,7.0
1525,2.0,10.0,8.0,8.0
1526,2.0,10.0,8.0,8.0
1527,24.0,10.0,-14.0,14.0
1529,9.0,8.0,-1.0,1.0
1530,1.0,9.0,8.0,8.0
1531,23.0,19.0,-4.0,4.0
1533,22.0,10.0,-12.0,12.0
1535,1.0,8.0,7.0,7.0
1536,24.0,9.0,-15.0,15.0
1537,21.0,7.0,-14.0,14.0
1538,21.0,20.0,-1.0,1.0
1539,2.0,12.0,10.0,10.0
1544,22.0,8.0,-14.0,14.0
1545,4.0,12.0,8.0,8.0
1546,1.0,6.0,5.0,5.0
1548,23.0,9.0,-14.0,14.0
1554,22.0,7.0,-15.0,15.0
1555,1.0,9.0,8.0,8.0
1557,23.0,9.0,-14.0,14.0
1558,2.0,11.0,9.0,9.0
1559,2.0,10.0,8.0,8.0
1560,10.0,8.0,-2.0,2.0
1562,1.0,8.0,7.0,7.0
1563,22.0,7.0,-15.0,15.0
1564,23.0,9.0,-14.0,14.0
1565,24.0,8.0,-16.0,16.0
1566,23.0,10.0,-13.0,13.0
1568,24.0,8.0,-16.0,16.0
1569,5.0,12.0,7.0,7.0
1570,2.0,5.0,3.0,3.0
1571,23.0,7.0,-16.0,16.0
1572,1.0,8.0,7.0,7.0
1573,1.0,11.0,10.0,10.0
1574,24.0,7.0,-17.0,17.0
1575,24.0,8.0,-16.0,16.0
1576,24.0,10.0,-14.0,14.0
1585,23.0,8.0,-15.0,15.0
1586,24.0,7.0,-17.0,17.0
1587,24.0,8.0,-16.0,16.0
1588,3.0,4.0,1.0,1.0
1589,24.0,10.0,-14.0,14.0
1590,1.0,7.0,6.0,6.0
1591,22.0,6.0,-16.0,16.0
1592,2.0,10.0,8.0,8.0
1593,2.0,9.0,7.0,7.0
1594,2.0,12.0,10.0,10.0
1595,23.0,19.0,-4.0,4.0
1596,22.0,8.0,-14.0,14.0
1597,23.0,8.0,-15.0,15.0
1605,24.0,8.0,-16.0,16.0
1606,12.0,9.0,-3.0,3.0
1607,22.0,6.0,-16.0,16.0
1610,2.0,11.0,9.0,9.0
1611,24.0,7.0,-17.0,17.0
1612,2.0,9.0,7.0,7.0
1613,24.0,10.0,-14.0,14.0
1614,12.0,10.0,-2.0,2.0
1615,24.0,12.0,-12.0,12.0
1616,2.0,10.0,8.0,8.0
1617,3.0,10.0,7.0,7.0
1618,2.0,12.0,10.0,10.0
1624,22.0,8.0,-14.0,14.0
1625,22.0,6.0,-16.0,16.0
1626,24.0,8.0,-16.0,16.0
1627,23.0,10.0,-13.0,13.0
1628,23.0,6.0,-17.0,17.0
1629,22.0,7.0,-15.0,15.0
1642,23.0,5.0,-18.0,18.0
1643,22.0,7.0,-15.0,15.0
1644,22.0,10.0,-12.0,12.0
1646,3.0,7.0,4.0,4.0
1647,1.0,8.0,7.0,7.0
1648,2.0,10.0,8.0,8.0
1649,2.0,10.0,8.0,8.0
1650,24.0,9.0,-15.0,15.0
1651,23.0,10.0,-13.0,13.0
1652,23.0,9.0,-14.0,14.0
1653,1.0,9.0,8.0,8.0
1661,1.0,12.0,11.0,11.0
1664,3.0,9.0,6.0,6.0
1665,2.0,7.0,5.0,5.0
1666,24.0,8.0,-16.0,16.0
1667,23.0,6.0,-17.0,17.0
1668,24.0,9.0,-15.0,15.0
1670,12.0,8.0,-4.0,4.0
1671,11.0,9.0,-2.0,2.0
1672,1.0,7.0,6.0,6.0
1673,21.0,7.0,-14.0,14.0
1675,2.0,7.0,5.0,5.0
1676,1.0,9.0,8.0,8.0
1677,1.0,8.0,7.0,7.0
1678,4.0,14.0,10.0,10.0
1679,12.0,10.0,-2.0,2.0
1680,1.0,7.0,6.0,6.0
1681,22.0,10.0,-12.0,12.0
1682,23.0,10.0,-13.0,13.0
1683,2.0,12.0,10.0,10.0
1684,22.0,8.0,-14.0,14.0
1689,23.0,9.0,-14.0,14.0
1690,3.0,9.0,6.0,6.0
1693,2.0,9.0,7.0,7.0
1694,1.0,11.0,10.0,10.0
1695,1.0,7.0,6.0,6.0
1700,21.0,13.0,-8.0,8.0
1701,3.0,10.0,7.0,7.0
1710,23.0,9.0,-14.0,14.0
1711,1.0,9.0,8.0,8.0
1714,2.0,6.0,4.0,4.0
1716,24.0,18.0,-6.0,6.0
1719,1.0,10.0,9.0,9.0
1722,1.0,10.0,9.0,9.0
1726,23.0,11.0,-12.0,12.0
1728,1.0,9.0,8.0,8.0
1729,2.0,10.0,8.0,8.0
1733,12.0,9.0,-3.0,3.0
1737,1.0,10.0,9.0,9.0
1739,24.0,9.0,-15.0,15.0
1740,1.0,12.0,11.0,11.0
1741,2.0,12.0,10.0,10.0
1745,2.0,12.0,10.0,10.0
1748,24.0,10.0,-14.0,14.0
1749,22.0,8.0,-14.0,14.0
1751,3.0,9.0,6.0,6.0
1752,3.0,16.0,13.0,13.0
1753,1.0,9.0,8.0,8.0
1754,24.0,10.0,-14.0,14.0
1755,1.0,8.0,7.0,7.0
1756,3.0,12.0,9.0,9.0
1765,5.0,6.0,1.0,1.0
1766,1.0,14.0,13.0,13.0
1767,24.0,11.0,-13.0,13.0
1768,2.0,8.0,6.0,6.0
1775,24.0,6.0,-18.0,18.0
1776,23.0,6.0,-17.0,17.0
1777,2.0,9.0,7.0,7.0
1778,23.0,11.0,-12.0,12.0
1779,22.0,6.0,-16.0,16.0
1787,23.0,20.0,-3.0,3.0
1788,2.0,12.0,10.0,10.0
1789,24.0,8.0,-16.0,16.0
1790,12.0,6.0,-6.0,6.0
1794,1.0,9.0,8.0,8.0
1795,23.0,9.0,-14.0,14.0
1796,24.0,4.0,-20.0,20.0
1801,1.0,7.0,6.0,6.0
1802,22.0,7.0,-15.0,15.0
1803,1.0,9.0,8.0,8.0
1804,20.0,12.0,-8.0,8.0
1805,24.0,9.0,-15.0,15.0
1806,24.0,11.0,-13.0,13.0
1807,10.0,7.0,-3.0,3.0
1808,23.0,10.0,-13.0,13.0
1809,2.0,8.0,6.0,6.0
1811,1.0,10.0,9.0,9.0
1814,1.0,8.0,7.0,7.0
1817,1.0,9.0,8.0,8.0
1818,24.0,8.0,-16.0,16.0
1819,24.0,8.0,-16.0,16.0
1823,12.0,10.0,-2.0,2.0
1825,23.0,9.0,-14.0,14.0
1826,2.0,11.0,9.0,9.0
1827,1.0,11.0,10.0,10.0
1834,1.0,10.0,9.0,9.0
1835,12.0,10.0,-2.0,2.0
1836,23.0,8.0,-15.0,15.0
1839,3.0,12.0,9.0,9.0
1840,4.0,13.0,9.0,9.0
1841,24.0,6.0,-18.0,18.0
1842,22.0,19.0,-3.0,3.0
1844,23.0,7.0,-16.0,16.0
1845,24.0,9.0,-15.0,15.0
1848,23.0,7.0,-16.0,16.0
1849,2.0,7.0,5.0,5.0
1856,22.0,7.0,-15.0,15.0
1857,12.0,8.0,-4.0,4.0
1858,21.0,9.0,-12.0,12.0
1859,2.0,8.0,6.0,6.0
1860,24.0,5.0,-19.0,19.0
1865,23.0,7.0,-16.0,16.0
1866,3.0,7.0,4.0,4.0
1867,23.0,8.0,-15.0,15.0
1868,3.0,9.0,6.0,6.0
1871,3.0,7.0,4.0,4.0
1872,24.0,12.0,-12.0,12.0
1873,1.0,11.0,10.0,10.0
1874,2.0,12.0,10.0,10.0
1875,22.0,10.0,-12.0,12.0
1876,23.0,7.0,-16.0,16.0
1877,3.0,10.0,7.0,7.0
1878,22.0,9.0,-13.0,13.0
1881,3.0,11.0,8.0,8.0
1882,24.0,10.0,-14.0,14.0
1883,1.0,11.0,10.0,10.0
1888,14.0,10.0,-4.0,4.0
1889,3.0,11.0,8.0,8.0
1892,9.0,6.0,-3.0,3.0
1894,23.0,8.0,-15.0,15.0
1898,23.0,10.0,-13.0,13.0
1899,2.0,13.0,11.0,11.0
1901,5.0,13.0,8.0,8.0
1902,12.0,7.0,-5.0,5.0
1904,24.0,9.0,-15.0,15.0
1906,24.0,10.0,-14.0,14.0
1909,5.0,13.0,8.0,8.0
1913,22.0,12.0,-10.0,10.0
1914,24.0,12.0,-12.0,12.0
1915,1.0,9.0,8.0,8.0
1917,1.0,8.0,7.0,7.0
1918,2.0,10.0,8.0,8.0
1920,24.0,11.0,-13.0,13.0
1921,22.0,12.0,-10.0,10.0
1927,24.0,8.0,-16.0,16.0
1928,24.0,10.0,-14.0,14.0
1929,22.0,7.0,-15.0,15.0
1930,23.0,9.0,-14.0,14.0
1931,23.0,9.0,-14.0,14.0
1932,1.0,10.0,9.0,9.0
1933,1.0,10.0,9.0,9.0
1934,24.0,10.0,-14.0,14.0
1935,22.0,6.0,-16.0,16.0
1936,23.0,6.0,-17.0,17.0
1938,24.0,8.0,-16.0,16.0
1939,1.0,9.0,8.0,8.0
1943,23.0,6.0,-17.0,17.0
1945,23.0,9.0,-14.0,14.0
1946,23.0,9.0,-14.0,14.0
1947,4.0,10.0,6.0,6.0
1948,24.0,9.0,-15.0,15.0
1954,23.0,9.0,-14.0,14.0
1956,24.0,10.0,-14.0,14.0
1958,1.0,9.0,8.0,8.0
1959,1.0,13.0,12.0,12.0
1961,23.0,6.0,-17.0,17.0
1962,24.0,10.0,-14.0,14.0
1963,24.0,10.0,-14.0,14.0
1964,24.0,21.0,-3.0,3.0
1965,24.0,6.0,-18.0,18.0
1966,2.0,8.0,6.0,6.0
1967,23.0,8.0,-15.0,15.0
1968,24.0,7.0,-17.0,17.0
1969,22.0,7.0,-15.0,15.0
1970,1.0,9.0,8.0,8.0
1971,24.0,9.0,-15.0,15.0
1972,2.0,8.0,6.0,6.0
1973,23.0,8.0,-15.0,15.0
1974,3.0,9.0,6.0,6.0
1975,4.0,24.0,20.0,20.0
1976,24.0,9.0,-15.0,15.0
1977,1.0,11.0,10.0,10.0
1978,3.0,13.0,10.0,10.0
1982,24.0,20.0,-4.0,4.0
1983,24.0,10.0,-14.0,14.0
1984,23.0,7.0,-16.0,16.0
1985,1.0,8.0,7.0,7.0
1986,2.0,9.0,7.0,7.0
1987,23.0,9.0,-14.0,14.0
1988,2.0,8.0,6.0,6.0
1991,23.0,7.0,-16.0,16.0
1992,22.0,8.0,-14.0,14.0
1993,1.0,12.0,11.0,11.0
1994,2.0,11.0,9.0,9.0
1995,14.0,10.0,-4.0,4.0
1996,24.0,9.0,-15.0,15.0
1997,24.0,10.0,-14.0,14.0
1998,24.0,9.0,-15.0,15.0
1999,12.0,8.0,-4.0,4.0
2000,23.0,9.0,-14.0,14.0
2001,23.0,8.0,-15.0,15.0
2002,23.0,9.0,-14.0,14.0
2003,24.0,11.0,-13.0,13.0
2004,23.0,6.0,-17.0,17.0
2005,24.0,9.0,-15.0,15.0
2006,23.0,8.0,-15.0,15.0
2007,1.0,7.0,6.0,6.0
2008,24.0,8.0,-16.0,16.0
2009,11.0,7.0,-4.0,4.0
2010,24.0,10.0,-14.0,14.0
2011,22.0,6.0,-16.0,16.0
2012,1.0,9.0,8.0,8.0
2013,24.0,9.0,-15.0,15.0
2014,6.0,10.0,4.0,4.0
2015,22.0,7.0,-15.0,15.0
2016,23.0,5.0,-18.0,18.0
2017,3.0,8.0,5.0,5.0
2018,24.0,14.0,-10.0,10.0
2019,1.0,7.0,6.0,6.0
2020,2.0,8.0,6.0,6.0
2021,13.0,8.0,-5.0,5.0
2022,24.0,9.0,-15.0,15.0
2023,24.0,10.0,-14.0,14.0
2024,23.0,6.0,-17.0,17.0
2025,2.0,11.0,9.0,9.0
2026,23.0,8.0,-15.0,15.0
2027,1.0,8.0,7.0,7.0
2028,23.0,8.0,-15.0,15.0
2029,3.0,10.0,7.0,7.0
2030,24.0,10.0,-14.0,14.0
2031,3.0,10.0,7.0,7.0
2032,3.0,13.0,10.0,10.0
2033,1.0,11.0,10.0,10.0
2034,12.0,12.0,0.0,0.0
2035,24.0,9.0,-15.0,15.0
2036,9.0,24.0,15.0,15.0
2037,24.0,8.0,-16.0,16.0
2038,13.0,9.0,-4.0,4.0
2039,24.0,9.0,-15.0,15.0
2040,2.0,9.0,7.0,7.0
2041,12.0,10.0,-2.0,2.0
2042,3.0,9.0,6.0,6.0
2043,3.0,7.0,4.0,4.0
2044,23.0,7.0,-16.0,16.0
2045,24.0,8.0,-16.0,16.0
2046,1.0,10.0,9.0,9.0
2047,1.0,10.0,9.0,9.0
2048,23.0,7.0,-16.0,16.0
2049,20.0,7.0,-13.0,13.0
2050,1.0,10.0,9.0,9.0
2051,2.0,13.0,11.0,11.0
2052,4.0,14.0,10.0,10.0
2053,24.0,8.0,-16.0,16.0
2054,12.0,7.0,-5.0,5.0
2055,24.0,10.0,-14.0,14.0
2056,24.0,8.0,-16.0,16.0
2057,3.0,12.0,9.0,9.0
2058,24.0,9.0,-15.0,15.0
2059,3.0,12.0,9.0,9.0
2060,1.0,10.0,9.0,9.0
2061,11.0,1.0,-10.0,10.0
2062,24.0,10.0,-14.0,14.0
2063,24.0,8.0,-16.0,16.0
2186,22.0,8.0,-14.0,14.0
2187,22.0,8.0,-14.0,14.0
2188,11.0,9.0,-2.0,2.0
2189,23.0,9.0,-14.0,14.0
2190,3.0,10.0,7.0,7.0
2191,24.0,9.0,-15.0,15.0
2192,23.0,6.0,-17.0,17.0
2193,11.0,8.0,-3.0,3.0
2194,23.0,8.0,-15.0,15.0
2195,24.0,11.0,-13.0,13.0
2196,14.0,8.0,-6.0,6.0
2197,24.0,8.0,-16.0,16.0
2198,23.0,8.0,-15.0,15.0
2199,23.0,8.0,-15.0,15.0
2200,24.0,7.0,-17.0,17.0
2201,22.0,8.0,-14.0,14.0
2202,5.0,10.0,5.0,5.0
2203,22.0,5.0,-17.0,17.0
2204,12.0,20.0,8.0,8.0
2205,12.0,7.0,-5.0,5.0
2206,1.0,6.0,5.0,5.0
2207,3.0,12.0,9.0,9.0
2208,23.0,21.0,-2.0,2.0
2209,3.0,8.0,5.0,5.0
2210,22.0,6.0,-16.0,16.0
2211,23.0,7.0,-16.0,16.0
2212,23.0,5.0,-18.0,18.0
2213,24.0,7.0,-17.0,17.0
2214,12.0,9.0,-3.0,3.0
2215,23.0,9.0,-14.0,14.0
2216,2.0,10.0,8.0,8.0
2217,24.0,10.0,-14.0,14.0
2218,2.0,11.0,9.0,9.0
2219,24.0,10.0,-14.0,14.0
2220,22.0,9.0,-13.0,13.0
2221,23.0,8.0,-15.0,15.0
2222,24.0,10.0,-14.0,14.0
2223,1.0,9.0,8.0,8.0
2224,23.0,6.0,-17.0,17.0
2225,24.0,8.0,-16.0,16.0
2226,2.0,8.0,6.0,6.0
2227,24.0,9.0,-15.0,15.0
2228,23.0,8.0,-15.0,15.0
2229,24.0,8.0,-16.0,16.0
2230,1.0,8.0,7.0,7.0
2231,24.0,9.0,-15.0,15.0
2232,2.0,10.0,8.0,8.0
2233,1.0,8.0,7.0,7.0
2234,24.0,9.0,-15.0,15.0
2235,3.0,10.0,7.0,7.0
2236,2.0,10.0,8.0,8.0
2237,24.0,8.0,-16.0,16.0
2238,14.0,10.0,-4.0,4.0
2239,1.0,10.0,9.0,9.0
2240,24.0,12.0,-12.0,12.0
2241,1.0,8.0,7.0,7.0
2242,12.0,9.0,-3.0,3.0
2243,12.0,11.0,-1.0,1.0
2244,12.0,9.0,-3.0,3.0
2245,23.0,5.0,-18.0,18.0
2246,2.0,13.0,11.0,11.0
2247,3.0,1.0,-2.0,2.0
2248,3.0,17.0,14.0,14.0
2249,2.0,14.0,12.0,12.0
2250,3.0,9.0,6.0,6.0
2251,3.0,9.0,6.0,6.0
2252,12.0,10.0,-2.0,2.0
2253,1.0,11.0,10.0,10.0
2254,23.0,17.0,-6.0,6.0
2259,23.0,6.0,-17.0,17.0
2260,22.0,7.0,-15.0,15.0
2261,11.0,19.0,8.0,8.0
2265,23.0,8.0,-15.0,15.0
2266,24.0,9.0,-15.0,15.0
2267,1.0,13.0,12.0,12.0
2268,3.0,9.0,6.0,6.0
2269,8.0,8.0,0.0,0.0
2271,1.0,8.0,7.0,7.0
2272,12.0,10.0,-2.0,2.0
2275,1.0,11.0,10.0,10.0
2276,23.0,8.0,-15.0,15.0
2277,24.0,7.0,-17.0,17.0
2278,24.0,8.0,-16.0,16.0
2285,23.0,8.0,-15.0,15.0
2286,24.0,8.0,-16.0,16.0
2287,2.0,11.0,9.0,9.0
2292,23.0,6.0,-17.0,17.0
2298,24.0,10.0,-14.0,14.0
2306,23.0,13.0,-10.0,10.0
2307,24.0,6.0,-18.0,18.0
2308,23.0,9.0,-14.0,14.0
2309,1.0,10.0,9.0,9.0
2310,2.0,12.0,10.0,10.0
2311,23.0,9.0,-14.0,14.0
2312,23.0,7.0,-16.0,16.0
2313,23.0,5.0,-18.0,18.0
2314,23.0,7.0,-16.0,16.0
2315,23.0,9.0,-14.0,14.0
2316,2.0,6.0,4.0,4.0
2317,23.0,7.0,-16.0,16.0
2318,24.0,10.0,-14.0,14.0
2319,24.0,7.0,-17.0,17.0
2320,23.0,9.0,-14.0,14.0
2321,12.0,9.0,-3.0,3.0
2322,24.0,10.0,-14.0,14.0
2323,24.0,9.0,-15.0,15.0
2324,22.0,17.0,-5.0,5.0
2325,12.0,6.0,-6.0,6.0
2326,24.0,7.0,-17.0,17.0
2327,24.0,8.0,-16.0,16.0
2328,24.0,8.0,-16.0,16.0
2329,24.0,7.0,-17.0,17.0
2330,1.0,6.0,5.0,5.0
2331,21.0,6.0,-15.0,15.0
2332,12.0,9.0,-3.0,3.0
2333,22.0,8.0,-14.0,14.0
2334,24.0,11.0,-13.0,13.0
2335,23.0,7.0,-16.0,16.0
2336,24.0,7.0,-17.0,17.0
2337,1.0,11.0,10.0,10.0
2338,1.0,10.0,9.0,9.0
2339,23.0,9.0,-14.0,14.0
2340,24.0,9.0,-15.0,15.0
2341,1.0,8.0,7.0,7.0
2342,24.0,8.0,-16.0,16.0
2343,12.0,9.0,-3.0,3.0
2344,1.0,13.0,12.0,12.0
2345,22.0,9.0,-13.0,13.0
2346,24.0,8.0,-16.0,16.0
2347,24.0,9.0,-15.0,15.0
2348,1.0,8.0,7.0,7.0
2349,1.0,8.0,7.0,7.0
2350,1.0,8.0,7.0,7.0
2351,23.0,8.0,-15.0,15.0
2352,22.0,8.0,-14.0,14.0
2353,23.0,9.0,-14.0,14.0
2354,3.0,6.0,3.0,3.0
2355,1.0,10.0,9.0,9.0
2356,2.0,13.0,11.0,11.0
2357,24.0,11.0,-13.0,13.0
2358,3.0,8.0,5.0,5.0
2359,3.0,8.0,5.0,5.0
2360,3.0,11.0,8.0,8.0
2361,3.0,12.0,9.0,9.0
2362,3.0,13.0,10.0,10.0
2363,6.0,4.0,-2.0,2.0
2364,2.0,11.0,9.0,9.0
2365,2.0,11.0,9.0,9.0
2366,3.0,13.0,10.0,10.0
2367,23.0,7.0,-16.0,16.0
2368,22.0,11.0,-11.0,11.0
2369,4.0,9.0,5.0,5.0
2370,23.0,20.0,-3.0,3.0
2371,3.0,8.0,5.0,5.0
2372,24.0,9.0,-15.0,15.0
2373,1.0,8.0,7.0,7.0
2374,24.0,7.0,-17.0,17.0
2375,23.0,8.0,-15.0,15.0
2376,23.0,9.0,-14.0,14.0
2377,24.0,10.0,-14.0,14.0
2378,1.0,9.0,8.0,8.0
2379,24.0,12.0,-12.0,12.0
2380,2.0,10.0,8.0,8.0
2381,2.0,9.0,7.0,7.0
2382,23.0,9.0,-14.0,14.0
2383,22.0,8.0,-14.0,14.0
2384,2.0,13.0,11.0,11.0
2385,1.0,9.0,8.0,8.0
2386,1.0,8.0,7.0,7.0
2390,1.0,10.0,9.0,9.0
2394,5.0,12.0,7.0,7.0
2395,1.0,11.0,10.0,10.0
2398,2.0,8.0,6.0,6.0
2399,3.0,9.0,6.0,6.0
2400,1.0,9.0,8.0,8.0
2401,23.0,10.0,-13.0,13.0
2402,5.0,11.0,6.0,6.0
2405,2.0,11.0,9.0,9.0
2406,24.0,10.0,-14.0,14.0
2408,24.0,8.0,-16.0,16.0
2409,1.0,10.0,9.0,9.0
2411,24.0,9.0,-15.0,15.0
2412,2.0,9.0,7.0,7.0
2413,23.0,7.0,-16.0,16.0
2414,24.0,9.0,-15.0,15.0
2415,23.0,12.0,-11.0,11.0
2419,1.0,11.0,10.0,10.0
2422,2.0,10.0,8.0,8.0
2423,24.0,9.0,-15.0,15.0
2427,24.0,10.0,-14.0,14.0
2428,1.0,10.0,9.0,9.0
2431,2.0,10.0,8.0,8.0
2432,24.0,8.0,-16.0,16.0
2447,23.0,8.0,-15.0,15.0
2448,5.0,8.0,3.0,3.0
2449,2.0,11.0,9.0,9.0
2450,2.0,10.0,8.0,8.0
2451,1.0,10.0,9.0,9.0
2452,24.0,9.0,-15.0,15.0
2453,1.0,9.0,8.0,8.0
2454,24.0,9.0,-15.0,15.0
2455,2.0,10.0,8.0,8.0
2456,1.0,10.0,9.0,9.0
2457,11.0,9.0,-2.0,2.0
2458,24.0,10.0,-14.0,14.0
2459,23.0,8.0,-15.0,15.0
2460,1.0,10.0,9.0,9.0
2461,23.0,7.0,-16.0,16.0
2462,23.0,8.0,-15.0,15.0
2463,22.0,8.0,-14.0,14.0
2464,23.0,8.0,-15.0,15.0
2465,22.0,7.0,-15.0,15.0
2466,23.0,8.0,-15.0,15.0
2467,22.0,8.0,-14.0,14.0
2468,24.0,8.0,-16.0,16.0
2469,23.0,8.0,-15.0,15.0
2470,22.0,7.0,-15.0,15.0
2471,22.0,7.0,-15.0,15.0
2472,23.0,7.0,-16.0,16.0
2473,23.0,8.0,-15.0,15.0
2474,24.0,7.0,-17.0,17.0
2475,22.0,8.0,-14.0,14.0
2476,24.0,10.0,-14.0,14.0
2477,22.0,8.0,-14.0,14.0
2478,23.0,7.0,-16.0,16.0
2479,23.0,9.0,-14.0,14.0
2480,24.0,9.0,-15.0,15.0
2481,1.0,10.0,9.0,9.0
2482,24.0,11.0,-13.0,13.0
2483,24.0,7.0,-17.0,17.0
2484,2.0,9.0,7.0,7.0
2485,1.0,8.0,7.0,7.0
2489,2.0,11.0,9.0,9.0
2490,10.0,5.0,-5.0,5.0
2491,24.0,21.0,-3.0,3.0
2492,12.0,8.0,-4.0,4.0
2493,23.0,8.0,-15.0,15.0
2494,24.0,9.0,-15.0,15.0
2495,23.0,8.0,-15.0,15.0
2496,24.0,7.0,-17.0,17.0
2497,23.0,6.0,-17.0,17.0
2499,24.0,8.0,-16.0,16.0
2500,24.0,9.0,-15.0,15.0
2501,24.0,8.0,-16.0,16.0
2502,23.0,8.0,-15.0,15.0
2503,22.0,6.0,-16.0,16.0
2504,22.0,8.0,-14.0,14.0
2505,1.0,11.0,10.0,10.0
2506,24.0,9.0,-15.0,15.0
2507,3.0,9.0,6.0,6.0
2508,24.0,9.0,-15.0,15.0
2509,23.0,8.0,-15.0,15.0
2510,1.0,11.0,10.0,10.0
2511,22.0,18.0,-4.0,4.0
2512,12.0,8.0,-4.0,4.0
2513,2.0,10.0,8.0,8.0
2514,24.0,9.0,-15.0,15.0
2515,23.0,5.0,-18.0,18.0
2516,24.0,6.0,-18.0,18.0
2517,24.0,13.0,-11.0,11.0
2518,3.0,8.0,5.0,5.0
2519,24.0,8.0,-16.0,16.0
2520,22.0,19.0,-3.0,3.0
2521,13.0,10.0,-3.0,3.0
2522,24.0,8.0,-16.0,16.0
2523,1.0,9.0,8.0,8.0
2524,24.0,7.0,-17.0,17.0
2525,1.0,9.0,8.0,8.0
2526,23.0,8.0,-15.0,15.0
2527,23.0,8.0,-15.0,15.0
