,M_SLP_HR_K,M_WK_HR_K,일어난 시각 - 잠에 든 시각,절대값
49582,2.0,11.0,9.0,9.0
49585,24.0,9.0,-15.0,15.0
49586,3.0,10.0,7.0,7.0
49587,2.0,11.0,9.0,9.0
49590,23.0,7.0,-16.0,16.0
49591,1.0,10.0,9.0,9.0
49593,24.0,9.0,-15.0,15.0
49594,23.0,10.0,-13.0,13.0
49601,12.0,7.0,-5.0,5.0
49602,24.0,21.0,-3.0,3.0
49604,1.0,10.0,9.0,9.0
49605,1.0,10.0,9.0,9.0
49606,24.0,6.0,-18.0,18.0
49607,24.0,10.0,-14.0,14.0
49609,1.0,12.0,11.0,11.0
49610,12.0,9.0,-3.0,3.0
49611,24.0,10.0,-14.0,14.0
49612,3.0,11.0,8.0,8.0
49613,2.0,8.0,6.0,6.0
49619,2.0,10.0,8.0,8.0
49620,24.0,10.0,-14.0,14.0
49622,24.0,9.0,-15.0,15.0
49623,1.0,9.0,8.0,8.0
49625,1.0,9.0,8.0,8.0
49629,23.0,19.0,-4.0,4.0
49633,4.0,11.0,7.0,7.0
49635,23.0,11.0,-12.0,12.0
49636,2.0,10.0,8.0,8.0
49639,1.0,10.0,9.0,9.0
49640,1.0,8.0,7.0,7.0
49641,1.0,10.0,9.0,9.0
49642,1.0,10.0,9.0,9.0
49643,2.0,10.0,8.0,8.0
49644,23.0,7.0,-16.0,16.0
49647,1.0,13.0,12.0,12.0
49648,2.0,11.0,9.0,9.0
49650,24.0,9.0,-15.0,15.0
49653,4.0,9.0,5.0,5.0
49654,23.0,8.0,-15.0,15.0
49655,23.0,7.0,-16.0,16.0
49658,3.0,11.0,8.0,8.0
49659,24.0,10.0,-14.0,14.0
49665,12.0,7.0,-5.0,5.0
49667,24.0,9.0,-15.0,15.0
49668,24.0,7.0,-17.0,17.0
49669,1.0,11.0,10.0,10.0
49671,23.0,7.0,-16.0,16.0
49675,24.0,7.0,-17.0,17.0
49676,22.0,8.0,-14.0,14.0
49679,22.0,7.0,-15.0,15.0
49680,1.0,9.0,8.0,8.0
49681,22.0,9.0,-13.0,13.0
49682,2.0,9.0,7.0,7.0
49684,2.0,10.0,8.0,8.0
49686,24.0,9.0,-15.0,15.0
49687,23.0,8.0,-15.0,15.0
49691,1.0,9.0,8.0,8.0
49693,4.0,12.0,8.0,8.0
49694,24.0,9.0,-15.0,15.0
49695,2.0,9.0,7.0,7.0
49696,1.0,10.0,9.0,9.0
49699,24.0,8.0,-16.0,16.0
49701,2.0,9.0,7.0,7.0
49704,1.0,8.0,7.0,7.0
49705,2.0,8.0,6.0,6.0
49706,1.0,8.0,7.0,7.0
49707,5.0,9.0,4.0,4.0
49708,1.0,8.0,7.0,7.0
49711,3.0,8.0,5.0,5.0
49712,2.0,10.0,8.0,8.0
49713,23.0,8.0,-15.0,15.0
49718,24.0,9.0,-15.0,15.0
49719,4.0,10.0,6.0,6.0
49720,12.0,8.0,-4.0,4.0
49731,2.0,10.0,8.0,8.0
49732,4.0,3.0,-1.0,1.0
49748,1.0,7.0,6.0,6.0
49749,12.0,9.0,-3.0,3.0
49750,2.0,9.0,7.0,7.0
49751,1.0,10.0,9.0,9.0
49752,2.0,11.0,9.0,9.0
49753,11.0,8.0,-3.0,3.0
49754,2.0,11.0,9.0,9.0
49755,11.0,9.0,-2.0,2.0
49756,22.0,10.0,-12.0,12.0
49757,10.0,24.0,14.0,14.0
49758,24.0,9.0,-15.0,15.0
49759,23.0,7.0,-16.0,16.0
49760,2.0,10.0,8.0,8.0
49773,1.0,10.0,9.0,9.0
49775,1.0,8.0,7.0,7.0
49776,9.0,11.0,2.0,2.0
49777,24.0,9.0,-15.0,15.0
49778,24.0,24.0,0.0,0.0
49779,1.0,9.0,8.0,8.0
49780,3.0,7.0,4.0,4.0
49781,1.0,8.0,7.0,7.0
49782,24.0,8.0,-16.0,16.0
49783,23.0,10.0,-13.0,13.0
49784,24.0,6.0,-18.0,18.0
49785,24.0,9.0,-15.0,15.0
49786,2.0,6.0,4.0,4.0
49787,24.0,7.0,-17.0,17.0
49788,1.0,12.0,11.0,11.0
49800,1.0,9.0,8.0,8.0
49801,2.0,9.0,7.0,7.0
49802,2.0,8.0,6.0,6.0
49803,1.0,9.0,8.0,8.0
49804,1.0,10.0,9.0,9.0
49805,1.0,9.0,8.0,8.0
49806,2.0,12.0,10.0,10.0
49807,1.0,8.0,7.0,7.0
49808,1.0,11.0,10.0,10.0
49809,23.0,6.0,-17.0,17.0
49810,2.0,10.0,8.0,8.0
49811,24.0,8.0,-16.0,16.0
49812,24.0,7.0,-17.0,17.0
49813,1.0,7.0,6.0,6.0
49814,1.0,9.0,8.0,8.0
49815,21.0,6.0,-15.0,15.0
49816,1.0,7.0,6.0,6.0
49817,23.0,8.0,-15.0,15.0
49818,23.0,7.0,-16.0,16.0
49819,3.0,9.0,6.0,6.0
49820,24.0,12.0,-12.0,12.0
49821,2.0,10.0,8.0,8.0
49822,1.0,8.0,7.0,7.0
49823,24.0,8.0,-16.0,16.0
49824,24.0,6.0,-18.0,18.0
49825,22.0,8.0,-14.0,14.0
49826,23.0,7.0,-16.0,16.0
49838,23.0,8.0,-15.0,15.0
49839,1.0,11.0,10.0,10.0
49840,22.0,7.0,-15.0,15.0
49841,23.0,7.0,-16.0,16.0
49842,24.0,9.0,-15.0,15.0
49843,1.0,8.0,7.0,7.0
49844,24.0,10.0,-14.0,14.0
49845,24.0,8.0,-16.0,16.0
49846,23.0,7.0,-16.0,16.0
49848,3.0,10.0,7.0,7.0
49855,1.0,9.0,8.0,8.0
49856,1.0,10.0,9.0,9.0
49861,14.0,9.0,-5.0,5.0
49864,2.0,11.0,9.0,9.0
49865,1.0,11.0,10.0,10.0
49866,1.0,10.0,9.0,9.0
49867,24.0,10.0,-14.0,14.0
49873,10.0,5.0,-5.0,5.0
49874,2.0,10.0,8.0,8.0
49876,2.0,8.0,6.0,6.0
49877,23.0,7.0,-16.0,16.0
49878,1.0,21.0,20.0,20.0
49879,10.0,8.0,-2.0,2.0
49880,24.0,11.0,-13.0,13.0
49883,2.0,9.0,7.0,7.0
49884,6.0,16.0,10.0,10.0
49889,2.0,8.0,6.0,6.0
49890,3.0,15.0,12.0,12.0
49891,3.0,20.0,17.0,17.0
49898,24.0,10.0,-14.0,14.0
49899,11.0,7.0,-4.0,4.0
49900,19.0,7.0,-12.0,12.0
49901,24.0,9.0,-15.0,15.0
49905,23.0,6.0,-17.0,17.0
49906,12.0,1.0,-11.0,11.0
49907,24.0,8.0,-16.0,16.0
49908,24.0,9.0,-15.0,15.0
49909,22.0,10.0,-12.0,12.0
49910,1.0,8.0,7.0,7.0
49911,21.0,8.0,-13.0,13.0
49922,2.0,9.0,7.0,7.0
49924,24.0,8.0,-16.0,16.0
49925,1.0,9.0,8.0,8.0
49930,4.0,20.0,16.0,16.0
49931,4.0,9.0,5.0,5.0
49932,23.0,10.0,-13.0,13.0
49933,2.0,8.0,6.0,6.0
49934,23.0,8.0,-15.0,15.0
49936,1.0,14.0,13.0,13.0
49940,3.0,11.0,8.0,8.0
49941,2.0,8.0,6.0,6.0
49942,2.0,11.0,9.0,9.0
49943,24.0,6.0,-18.0,18.0
49947,24.0,19.0,-5.0,5.0
49948,24.0,8.0,-16.0,16.0
49949,24.0,9.0,-15.0,15.0
49950,2.0,10.0,8.0,8.0
49951,24.0,10.0,-14.0,14.0
49955,23.0,10.0,-13.0,13.0
49956,5.0,15.0,10.0,10.0
49962,24.0,11.0,-13.0,13.0
49963,23.0,9.0,-14.0,14.0
49964,24.0,7.0,-17.0,17.0
49965,2.0,8.0,6.0,6.0
49966,24.0,10.0,-14.0,14.0
49967,2.0,10.0,8.0,8.0
49968,1.0,9.0,8.0,8.0
49976,24.0,10.0,-14.0,14.0
49977,23.0,11.0,-12.0,12.0
49986,24.0,8.0,-16.0,16.0
49987,23.0,8.0,-15.0,15.0
49989,2.0,22.0,20.0,20.0
49990,23.0,13.0,-10.0,10.0
49991,1.0,10.0,9.0,9.0
49992,24.0,10.0,-14.0,14.0
49996,3.0,9.0,6.0,6.0
49997,23.0,6.0,-17.0,17.0
49998,14.0,10.0,-4.0,4.0
49999,1.0,10.0,9.0,9.0
50000,23.0,12.0,-11.0,11.0
50001,1.0,6.0,5.0,5.0
50002,24.0,10.0,-14.0,14.0
50004,22.0,8.0,-14.0,14.0
50009,23.0,10.0,-13.0,13.0
50012,21.0,10.0,-11.0,11.0
50013,2.0,9.0,7.0,7.0
50014,1.0,9.0,8.0,8.0
50015,2.0,10.0,8.0,8.0
50016,4.0,9.0,5.0,5.0
50017,1.0,13.0,12.0,12.0
50018,24.0,9.0,-15.0,15.0
50019,24.0,11.0,-13.0,13.0
50020,3.0,11.0,8.0,8.0
50021,24.0,14.0,-10.0,10.0
50022,3.0,11.0,8.0,8.0
50024,3.0,7.0,4.0,4.0
50028,2.0,11.0,9.0,9.0
50029,1.0,13.0,12.0,12.0
50030,23.0,12.0,-11.0,11.0
50035,1.0,10.0,9.0,9.0
50036,2.0,10.0,8.0,8.0
50037,1.0,10.0,9.0,9.0
50038,24.0,12.0,-12.0,12.0
50042,23.0,9.0,-14.0,14.0
50043,11.0,7.0,-4.0,4.0
50045,24.0,8.0,-16.0,16.0
50047,3.0,9.0,6.0,6.0
50048,23.0,8.0,-15.0,15.0
50053,24.0,8.0,-16.0,16.0
50054,23.0,9.0,-14.0,14.0
50056,24.0,7.0,-17.0,17.0
50058,2.0,9.0,7.0,7.0
50059,23.0,8.0,-15.0,15.0
50060,22.0,6.0,-16.0,16.0
50067,23.0,8.0,-15.0,15.0
50068,12.0,10.0,-2.0,2.0
50069,23.0,7.0,-16.0,16.0
50070,2.0,9.0,7.0,7.0
50071,3.0,9.0,6.0,6.0
50076,19.0,7.0,-12.0,12.0
50077,3.0,11.0,8.0,8.0
50089,1.0,9.0,8.0,8.0
50090,2.0,9.0,7.0,7.0
50093,1.0,8.0,7.0,7.0
50095,2.0,11.0,9.0,9.0
50096,24.0,9.0,-15.0,15.0
50097,1.0,9.0,8.0,8.0
50098,12.0,4.0,-8.0,8.0
50104,24.0,8.0,-16.0,16.0
50105,24.0,21.0,-3.0,3.0
50106,1.0,10.0,9.0,9.0
50108,1.0,10.0,9.0,9.0
50110,4.0,11.0,7.0,7.0
50112,24.0,11.0,-13.0,13.0
50114,3.0,8.0,5.0,5.0
50115,3.0,10.0,7.0,7.0
50116,1.0,9.0,8.0,8.0
50121,2.0,10.0,8.0,8.0
50122,3.0,12.0,9.0,9.0
50127,23.0,14.0,-9.0,9.0
50128,24.0,8.0,-16.0,16.0
50129,24.0,9.0,-15.0,15.0
50130,24.0,9.0,-15.0,15.0
50145,3.0,8.0,5.0,5.0
50146,2.0,10.0,8.0,8.0
50147,23.0,10.0,-13.0,13.0
50148,2.0,11.0,9.0,9.0
50149,1.0,10.0,9.0,9.0
50150,23.0,9.0,-14.0,14.0
50151,2.0,7.0,5.0,5.0
50152,23.0,9.0,-14.0,14.0
50153,24.0,9.0,-15.0,15.0
50154,23.0,8.0,-15.0,15.0
50155,23.0,8.0,-15.0,15.0
50156,23.0,8.0,-15.0,15.0
50157,10.0,8.0,-2.0,2.0
50158,24.0,9.0,-15.0,15.0
50174,24.0,20.0,-4.0,4.0
50175,1.0,10.0,9.0,9.0
50176,1.0,24.0,23.0,23.0
50177,24.0,9.0,-15.0,15.0
50178,4.0,10.0,6.0,6.0
50179,24.0,9.0,-15.0,15.0
50180,2.0,10.0,8.0,8.0
50181,23.0,9.0,-14.0,14.0
50182,3.0,12.0,9.0,9.0
50183,2.0,7.0,5.0,5.0
50184,3.0,5.0,2.0,2.0
50186,2.0,7.0,5.0,5.0
50187,22.0,5.0,-17.0,17.0
50188,24.0,9.0,-15.0,15.0
50189,3.0,10.0,7.0,7.0
50190,23.0,9.0,-14.0,14.0
50191,1.0,10.0,9.0,9.0
50200,2.0,10.0,8.0,8.0
50201,2.0,10.0,8.0,8.0
50203,2.0,9.0,7.0,7.0
50204,3.0,10.0,7.0,7.0
50205,24.0,10.0,-14.0,14.0
50206,1.0,10.0,9.0,9.0
50207,3.0,9.0,6.0,6.0
50208,24.0,9.0,-15.0,15.0
50209,1.0,11.0,10.0,10.0
50211,1.0,9.0,8.0,8.0
50215,4.0,1.0,-3.0,3.0
50216,24.0,8.0,-16.0,16.0
50217,2.0,8.0,6.0,6.0
50218,1.0,9.0,8.0,8.0
50220,1.0,6.0,5.0,5.0
50221,2.0,9.0,7.0,7.0
50225,24.0,22.0,-2.0,2.0
50226,23.0,8.0,-15.0,15.0
50227,23.0,9.0,-14.0,14.0
50232,24.0,22.0,-2.0,2.0
50234,1.0,8.0,7.0,7.0
50238,1.0,10.0,9.0,9.0
50239,2.0,9.0,7.0,7.0
50243,1.0,9.0,8.0,8.0
50244,24.0,11.0,-13.0,13.0
50246,24.0,9.0,-15.0,15.0
50249,24.0,9.0,-15.0,15.0
50250,24.0,10.0,-14.0,14.0
50251,3.0,13.0,10.0,10.0
50255,24.0,12.0,-12.0,12.0
50256,2.0,11.0,9.0,9.0
50257,13.0,8.0,-5.0,5.0
50258,2.0,12.0,10.0,10.0
50259,1.0,10.0,9.0,9.0
50260,13.0,23.0,10.0,10.0
50261,2.0,10.0,8.0,8.0
50262,2.0,11.0,9.0,9.0
50263,1.0,10.0,9.0,9.0
50264,23.0,8.0,-15.0,15.0
50265,2.0,7.0,5.0,5.0
50266,24.0,10.0,-14.0,14.0
50279,2.0,9.0,7.0,7.0
50280,2.0,7.0,5.0,5.0
50281,1.0,11.0,10.0,10.0
50282,1.0,7.0,6.0,6.0
50283,24.0,9.0,-15.0,15.0
50286,1.0,10.0,9.0,9.0
50291,24.0,7.0,-17.0,17.0
50292,24.0,8.0,-16.0,16.0
50293,2.0,9.0,7.0,7.0
50297,2.0,12.0,10.0,10.0
50300,24.0,9.0,-15.0,15.0
50305,24.0,10.0,-14.0,14.0
50306,5.0,15.0,10.0,10.0
50308,1.0,10.0,9.0,9.0
50312,22.0,7.0,-15.0,15.0
50313,22.0,12.0,-10.0,10.0
50315,1.0,8.0,7.0,7.0
50317,24.0,12.0,-12.0,12.0
50318,23.0,12.0,-11.0,11.0
50319,22.0,10.0,-12.0,12.0
50321,1.0,9.0,8.0,8.0
50322,22.0,8.0,-14.0,14.0
50323,23.0,9.0,-14.0,14.0
50325,1.0,9.0,8.0,8.0
50327,1.0,10.0,9.0,9.0
50331,24.0,6.0,-18.0,18.0
50332,24.0,7.0,-17.0,17.0
50336,1.0,5.0,4.0,4.0
50338,2.0,8.0,6.0,6.0
50341,3.0,12.0,9.0,9.0
50343,24.0,11.0,-13.0,13.0
50346,4.0,5.0,1.0,1.0
50347,1.0,10.0,9.0,9.0
50348,24.0,6.0,-18.0,18.0
50349,12.0,11.0,-1.0,1.0
50350,2.0,8.0,6.0,6.0
50351,1.0,7.0,6.0,6.0
50352,3.0,8.0,5.0,5.0
50353,24.0,9.0,-15.0,15.0
50356,1.0,12.0,11.0,11.0
50358,8.0,4.0,-4.0,4.0
50361,24.0,6.0,-18.0,18.0
50362,1.0,10.0,9.0,9.0
50363,1.0,9.0,8.0,8.0
50365,24.0,9.0,-15.0,15.0
50367,24.0,9.0,-15.0,15.0
50369,4.0,12.0,8.0,8.0
50370,4.0,13.0,9.0,9.0
50372,24.0,7.0,-17.0,17.0
50373,2.0,10.0,8.0,8.0
50374,24.0,11.0,-13.0,13.0
50375,2.0,9.0,7.0,7.0
50378,24.0,8.0,-16.0,16.0
50379,2.0,10.0,8.0,8.0
50382,3.0,8.0,5.0,5.0
50383,3.0,14.0,11.0,11.0
50385,2.0,9.0,7.0,7.0
50387,2.0,12.0,10.0,10.0
50388,12.0,8.0,-4.0,4.0
50390,24.0,10.0,-14.0,14.0
50391,22.0,11.0,-11.0,11.0
50392,2.0,10.0,8.0,8.0
50394,1.0,11.0,10.0,10.0
50395,1.0,8.0,7.0,7.0
50400,2.0,9.0,7.0,7.0
50401,6.0,6.0,0.0,0.0
50404,23.0,7.0,-16.0,16.0
50405,12.0,8.0,-4.0,4.0
50406,2.0,11.0,9.0,9.0
50407,23.0,10.0,-13.0,13.0
50412,2.0,12.0,10.0,10.0
50413,2.0,12.0,10.0,10.0
50420,22.0,2.0,-20.0,20.0
50423,4.0,10.0,6.0,6.0
50424,23.0,8.0,-15.0,15.0
50425,2.0,10.0,8.0,8.0
50426,24.0,9.0,-15.0,15.0
50427,23.0,10.0,-13.0,13.0
50428,11.0,6.0,-5.0,5.0
50429,24.0,7.0,-17.0,17.0
50430,3.0,10.0,7.0,7.0
50431,23.0,8.0,-15.0,15.0
50442,23.0,8.0,-15.0,15.0
50443,2.0,11.0,9.0,9.0
50445,2.0,8.0,6.0,6.0
50446,24.0,13.0,-11.0,11.0
50447,24.0,9.0,-15.0,15.0
50448,24.0,10.0,-14.0,14.0
50449,23.0,10.0,-13.0,13.0
50450,22.0,8.0,-14.0,14.0
50451,3.0,12.0,9.0,9.0
50457,9.0,11.0,2.0,2.0
50458,23.0,11.0,-12.0,12.0
50461,23.0,8.0,-15.0,15.0
50462,1.0,10.0,9.0,9.0
50463,24.0,8.0,-16.0,16.0
50472,2.0,10.0,8.0,8.0
50473,3.0,10.0,7.0,7.0
50476,1.0,8.0,7.0,7.0
50477,24.0,8.0,-16.0,16.0
50479,24.0,9.0,-15.0,15.0
50482,5.0,12.0,7.0,7.0
50485,23.0,10.0,-13.0,13.0
50486,1.0,10.0,9.0,9.0
50487,24.0,8.0,-16.0,16.0
50488,2.0,10.0,8.0,8.0
50489,8.0,12.0,4.0,4.0
50492,12.0,7.0,-5.0,5.0
50493,23.0,10.0,-13.0,13.0
50495,1.0,11.0,10.0,10.0
50497,1.0,11.0,10.0,10.0
50499,1.0,20.0,19.0,19.0
50502,24.0,10.0,-14.0,14.0
50503,1.0,9.0,8.0,8.0
50505,11.0,9.0,-2.0,2.0
50506,1.0,9.0,8.0,8.0
50513,23.0,11.0,-12.0,12.0
50514,22.0,6.0,-16.0,16.0
50515,23.0,10.0,-13.0,13.0
50519,24.0,9.0,-15.0,15.0
50520,12.0,8.0,-4.0,4.0
50525,1.0,13.0,12.0,12.0
50526,1.0,12.0,11.0,11.0
50527,3.0,6.0,3.0,3.0
50528,1.0,8.0,7.0,7.0
50529,5.0,12.0,7.0,7.0
50530,1.0,9.0,8.0,8.0
50540,23.0,9.0,-14.0,14.0
50541,12.0,9.0,-3.0,3.0
50542,21.0,7.0,-14.0,14.0
50543,23.0,18.0,-5.0,5.0
50544,3.0,9.0,6.0,6.0
50545,24.0,9.0,-15.0,15.0
50546,24.0,10.0,-14.0,14.0
50548,24.0,9.0,-15.0,15.0
50549,2.0,11.0,9.0,9.0
50555,24.0,10.0,-14.0,14.0
50558,23.0,8.0,-15.0,15.0
50559,3.0,9.0,6.0,6.0
50562,2.0,9.0,7.0,7.0
50563,1.0,9.0,8.0,8.0
50565,2.0,8.0,6.0,6.0
50566,1.0,10.0,9.0,9.0
50570,2.0,10.0,8.0,8.0
50573,2.0,7.0,5.0,5.0
50575,11.0,6.0,-5.0,5.0
50576,23.0,6.0,-17.0,17.0
50577,23.0,9.0,-14.0,14.0
50578,23.0,7.0,-16.0,16.0
50580,1.0,9.0,8.0,8.0
50583,24.0,9.0,-15.0,15.0
50586,23.0,9.0,-14.0,14.0
50591,1.0,11.0,10.0,10.0
50592,23.0,20.0,-3.0,3.0
50593,23.0,9.0,-14.0,14.0
50594,22.0,8.0,-14.0,14.0
50600,1.0,8.0,7.0,7.0
50602,22.0,11.0,-11.0,11.0
50603,2.0,11.0,9.0,9.0
50610,24.0,7.0,-17.0,17.0
50611,24.0,10.0,-14.0,14.0
50612,24.0,8.0,-16.0,16.0
50613,22.0,7.0,-15.0,15.0
50616,1.0,13.0,12.0,12.0
50617,1.0,8.0,7.0,7.0
50618,3.0,11.0,8.0,8.0
50619,1.0,11.0,10.0,10.0
50620,4.0,14.0,10.0,10.0
50621,24.0,10.0,-14.0,14.0
50622,2.0,9.0,7.0,7.0
50623,24.0,9.0,-15.0,15.0
50624,5.0,12.0,7.0,7.0
50625,24.0,10.0,-14.0,14.0
50633,2.0,12.0,10.0,10.0
50638,1.0,10.0,9.0,9.0
50640,24.0,12.0,-12.0,12.0
50641,23.0,8.0,-15.0,15.0
50642,3.0,10.0,7.0,7.0
50643,2.0,8.0,6.0,6.0
50644,4.0,18.0,14.0,14.0
50645,3.0,10.0,7.0,7.0
50646,5.0,14.0,9.0,9.0
50647,1.0,11.0,10.0,10.0
50649,3.0,10.0,7.0,7.0
50650,2.0,11.0,9.0,9.0
50654,24.0,13.0,-11.0,11.0
50655,3.0,10.0,7.0,7.0
50664,23.0,9.0,-14.0,14.0
50667,24.0,7.0,-17.0,17.0
50668,23.0,8.0,-15.0,15.0
50671,23.0,7.0,-16.0,16.0
50672,24.0,9.0,-15.0,15.0
50673,24.0,10.0,-14.0,14.0
50674,3.0,8.0,5.0,5.0
50677,24.0,9.0,-15.0,15.0
50678,24.0,10.0,-14.0,14.0
50679,22.0,9.0,-13.0,13.0
50683,1.0,8.0,7.0,7.0
50684,3.0,9.0,6.0,6.0
50687,1.0,8.0,7.0,7.0
50688,1.0,8.0,7.0,7.0
50689,23.0,8.0,-15.0,15.0
50690,1.0,9.0,8.0,8.0
50691,2.0,10.0,8.0,8.0
50692,22.0,7.0,-15.0,15.0
50693,2.0,9.0,7.0,7.0
50697,1.0,8.0,7.0,7.0
50698,2.0,10.0,8.0,8.0
50699,3.0,9.0,6.0,6.0
50708,22.0,7.0,-15.0,15.0
50709,24.0,8.0,-16.0,16.0
50712,3.0,12.0,9.0,9.0
50713,22.0,7.0,-15.0,15.0
50714,2.0,8.0,6.0,6.0
50715,22.0,8.0,-14.0,14.0
50716,22.0,7.0,-15.0,15.0
50717,3.0,7.0,4.0,4.0
50718,24.0,11.0,-13.0,13.0
50725,1.0,6.0,5.0,5.0
50726,1.0,9.0,8.0,8.0
50727,2.0,11.0,9.0,9.0
50728,3.0,9.0,6.0,6.0
50731,2.0,13.0,11.0,11.0
50733,24.0,10.0,-14.0,14.0
50735,23.0,6.0,-17.0,17.0
50736,2.0,9.0,7.0,7.0
50739,22.0,8.0,-14.0,14.0
50740,1.0,9.0,8.0,8.0
50741,5.0,12.0,7.0,7.0
50742,3.0,10.0,7.0,7.0
50745,1.0,6.0,5.0,5.0
50746,22.0,9.0,-13.0,13.0
50900,24.0,8.0,-16.0,16.0
50901,3.0,10.0,7.0,7.0
50902,1.0,7.0,6.0,6.0
50903,24.0,9.0,-15.0,15.0
50904,24.0,11.0,-13.0,13.0
50905,24.0,8.0,-16.0,16.0
50906,2.0,11.0,9.0,9.0
50907,1.0,10.0,9.0,9.0
50908,2.0,8.0,6.0,6.0
50909,24.0,9.0,-15.0,15.0
50910,24.0,19.0,-5.0,5.0
50911,23.0,21.0,-2.0,2.0
50912,1.0,10.0,9.0,9.0
50913,3.0,14.0,11.0,11.0
50914,13.0,8.0,-5.0,5.0
50915,24.0,10.0,-14.0,14.0
50916,23.0,10.0,-13.0,13.0
50917,2.0,9.0,7.0,7.0
50918,12.0,8.0,-4.0,4.0
50919,22.0,7.0,-15.0,15.0
50920,2.0,9.0,7.0,7.0
50921,2.0,13.0,11.0,11.0
50922,1.0,9.0,8.0,8.0
50923,2.0,8.0,6.0,6.0
50924,24.0,6.0,-18.0,18.0
50925,24.0,6.0,-18.0,18.0
50926,23.0,7.0,-16.0,16.0
50927,23.0,9.0,-14.0,14.0
50928,2.0,9.0,7.0,7.0
50929,24.0,10.0,-14.0,14.0
50930,1.0,8.0,7.0,7.0
50931,24.0,7.0,-17.0,17.0
50932,20.0,5.0,-15.0,15.0
50933,1.0,10.0,9.0,9.0
50934,24.0,8.0,-16.0,16.0
50935,1.0,11.0,10.0,10.0
50936,24.0,8.0,-16.0,16.0
50937,1.0,10.0,9.0,9.0
50938,24.0,10.0,-14.0,14.0
50939,2.0,9.0,7.0,7.0
50940,24.0,8.0,-16.0,16.0
50941,1.0,11.0,10.0,10.0
50942,1.0,9.0,8.0,8.0
50943,23.0,14.0,-9.0,9.0
50944,24.0,12.0,-12.0,12.0
50945,3.0,7.0,4.0,4.0
50946,3.0,13.0,10.0,10.0
50947,1.0,8.0,7.0,7.0
50948,1.0,9.0,8.0,8.0
50949,2.0,12.0,10.0,10.0
50950,24.0,14.0,-10.0,10.0
50951,1.0,9.0,8.0,8.0
50952,23.0,9.0,-14.0,14.0
50953,24.0,12.0,-12.0,12.0
50954,1.0,10.0,9.0,9.0
50955,24.0,8.0,-16.0,16.0
50956,23.0,13.0,-10.0,10.0
50957,1.0,9.0,8.0,8.0
50958,12.0,9.0,-3.0,3.0
50959,1.0,8.0,7.0,7.0
50960,1.0,9.0,8.0,8.0
50961,12.0,18.0,6.0,6.0
50962,4.0,10.0,6.0,6.0
50963,22.0,7.0,-15.0,15.0
50964,2.0,8.0,6.0,6.0
50965,3.0,10.0,7.0,7.0
50966,4.0,11.0,7.0,7.0
51055,24.0,8.0,-16.0,16.0
51056,23.0,8.0,-15.0,15.0
51057,24.0,6.0,-18.0,18.0
51058,1.0,8.0,7.0,7.0
51059,1.0,8.0,7.0,7.0
51060,2.0,10.0,8.0,8.0
51061,22.0,8.0,-14.0,14.0
51062,23.0,8.0,-15.0,15.0
51063,23.0,7.0,-16.0,16.0
51064,1.0,7.0,6.0,6.0
51065,24.0,11.0,-13.0,13.0
51066,22.0,6.0,-16.0,16.0
51067,23.0,8.0,-15.0,15.0
51068,23.0,9.0,-14.0,14.0
51069,22.0,6.0,-16.0,16.0
51070,23.0,8.0,-15.0,15.0
51071,1.0,9.0,8.0,8.0
51072,24.0,9.0,-15.0,15.0
51073,1.0,8.0,7.0,7.0
51074,1.0,5.0,4.0,4.0
51075,23.0,8.0,-15.0,15.0
51076,3.0,10.0,7.0,7.0
51077,23.0,5.0,-18.0,18.0
51078,4.0,12.0,8.0,8.0
51079,22.0,8.0,-14.0,14.0
51080,22.0,7.0,-15.0,15.0
51081,11.0,8.0,-3.0,3.0
51082,7.0,7.0,0.0,0.0
51083,2.0,13.0,11.0,11.0
51084,2.0,9.0,7.0,7.0
51085,24.0,7.0,-17.0,17.0
51086,23.0,8.0,-15.0,15.0
51087,3.0,8.0,5.0,5.0
51088,23.0,6.0,-17.0,17.0
51089,23.0,8.0,-15.0,15.0
51090,1.0,8.0,7.0,7.0
51091,7.0,6.0,-1.0,1.0
51092,24.0,10.0,-14.0,14.0
51093,5.0,15.0,10.0,10.0
51094,2.0,11.0,9.0,9.0
51095,1.0,10.0,9.0,9.0
51096,2.0,10.0,8.0,8.0
51097,1.0,8.0,7.0,7.0
51098,24.0,8.0,-16.0,16.0
51099,2.0,8.0,6.0,6.0
51100,2.0,10.0,8.0,8.0
51101,1.0,11.0,10.0,10.0
51102,24.0,10.0,-14.0,14.0
51103,22.0,8.0,-14.0,14.0
51104,24.0,10.0,-14.0,14.0
51105,23.0,8.0,-15.0,15.0
51106,24.0,23.0,-1.0,1.0
51107,3.0,10.0,7.0,7.0
51108,3.0,11.0,8.0,8.0
51109,24.0,8.0,-16.0,16.0
51110,1.0,10.0,9.0,9.0
51111,3.0,11.0,8.0,8.0
51112,22.0,8.0,-14.0,14.0
51113,24.0,18.0,-6.0,6.0
51114,3.0,10.0,7.0,7.0
51115,1.0,9.0,8.0,8.0
51116,23.0,10.0,-13.0,13.0
51117,1.0,12.0,11.0,11.0
51118,1.0,10.0,9.0,9.0
51119,24.0,7.0,-17.0,17.0
51120,2.0,9.0,7.0,7.0
51121,1.0,8.0,7.0,7.0
51122,1.0,7.0,6.0,6.0
51123,3.0,9.0,6.0,6.0
51124,23.0,6.0,-17.0,17.0
51125,24.0,8.0,-16.0,16.0
